,brand,model,OS,RAM,approx_price_EUR,battery_removable,battery_type,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb
750,Asus,Zenfone Go ZC451TG,Android,1,70.0,True,Li-Ion,1600,4,1.3,5,VGA,8
751,Asus,Live G500TG,Android,2,230.0,True,Li-Po,2070,4,1.3,8,2,16
755,Asus,Zenfone 2 Laser ZE551KL,Android,3,180.0,True,Li-Po,3000,8,1.7,13,5,32
756,Asus,Zenfone Zoom ZX551ML,Android,4,500.0,False,Li-Po,3000,4,2.5,13,5,64
759,Asus,Zenpad 10 Z300C,Android,2,160.0,False,,,4,0.0,5,2,8
760,Asus,Zenfone Go ZC500TG,Android,2,130.0,True,Li-Po,2070,4,1.3,8,2,8
761,Asus,Zenfone Max ZC550KL,Android,2,170.0,False,Li-Po,5000,4,1.2,13,5,8
762,Asus,Zenfone 2 Deluxe ZE551ML,Android,4,500.0,False,Li-Po,3000,4,2.3,13,5,64
763,Asus,Zenfone 2 Laser ZE601KL,Android,2,300.0,True,Li-Po,3000,8,1.7,13,5,16
764,Asus,Zenfone 2 Laser ZE600KL,Android,2,360.0,True,Li-Po,3000,8,1.7,13,5,16
765,Asus,Zenfone 2 Laser ZE550KL,Android,2,220.0,True,Li-Po,3000,4,1.2,13,5,16
766,Asus,Zenfone 2 Laser ZE500KG,Android,2,200.0,True,Li-Ion,,4,1.2,8,5,8
767,Asus,Zenfone 2 Laser ZE500KL,Android,2,210.0,True,Li-Po,2400,4,1.2,13,5,8
768,Asus,Zenpad 7.0 Z370CG,Android,2,160.0,False,Li-Po,,4,0.0,8,2,16
769,Asus,Zenfone 2E,Android,1,110.0,False,Li-Po,2500,2,1.6,8,2,8
770,Asus,Pegasus 2 Plus,Android,3,300.0,False,Li-Po,3030,8,1.7,13,8,32
773,Asus,Zenpad 8.0 Z380KL,Android,1,280.0,False,Li-Po,4000,8,0.0,5,2,8
776,Asus,Zenpad C 7.0,Android,1,140.0,False,Li-Po,,4,0.0,5,VGA,8
777,Asus,Zenfone Selfie ZD551KL,Android,2/3,280.0,True,Li-Po,3000,8,1.7,13,13,32
778,Asus,Zenfone 2 ZE500CL,Android,2,180.0,False,Li-Po,2500,2,1.6,8,2,16
779,Asus,Zenfone 2 ZE550ML,Android,2,250.0,False,Li-Po,3000,4,1.8,13,5,16
780,Asus,Zenfone 2 ZE551ML,Android,2/4,370.0,False,Li-Po,3000,4,2.3,13,5,64
781,Asus,Fonepad 7 FE375CL,Android,2,220.0,False,Li-Po,,4,1.33,5,2,8
782,Asus,Zenfone C ZC451CG,Android,1,90.0,True,Li-Ion,2100,2,1.2,5,VGA|,8
783,Asus,Fonepad 7 FE171CG,Android,1/2,160.0,False,Li-Po,,2,1.2,5,2,8
784,Asus,Zenfone Zoom ZX550,Android,2/4,400.0,False,Li-Po,3000,4,2.3,13,5,64
785,Asus,Pegasus,Android,2,80.0,True,Li-Po,2500,4,1.5,8,5,8
787,Asus,Memo Pad 10 ME103K,Android,1,200.0,False,Li-Po,,4,1.4,5,VGA,8
788,Asus,PadFone X mini,Android,1,160.0,True,Li-Ion,2060,2,1.6,5,2,8
789,Asus,Memo Pad 7 ME572CL,Android,2,240.0,False,Li-Ion,15,4,1.83,5,2,32
790,Asus,Memo Pad 7 ME572C,Android,2,240.0,False,Li-Po,15,4,1.83,5,2,32
791,Asus,Zenfone 5 A500KL,Android,1/2,210.0,False,Li-Po,2110,4,1.2,8,2,8
792,Asus,Zenfone 4 A450CG,Android,1,100.0,True,Li-Po,1750,2,1.2,8,VGA,8
793,Asus,Memo Pad 8 ME581CL,Android,2,240.0,False,Li-Po,,4,2.3,5,1.2,32
794,Asus,Memo Pad 8 ME181C,Android,1,150.0,False,Li-Po,,4,1.33,5,2,16
795,Asus,Memo Pad 7 ME176C,Android,1,130.0,False,Li-Po,,4,1.86,5,2,8
796,Asus,Fonepad 8 FE380CG,Android,1/2,200.0,False,Li-Po,,4,1.33,5,2,8
797,Asus,Fonepad 7 FE375CXG,Android,1,130.0,False,Li-Po,,4,1.33,2,VGA,8
798,Asus,Fonepad 7 FE375CG,Android,1,210.0,False,Li-Po,,4,1.83,5,2,8
799,Asus,Transformer Pad TF303CL,Android,2,400.0,False,Li-Po,,4,1.86,5,1.2,32
800,Asus,Transformer Pad TF103C,Android,1,220.0,False,Li-Po,,4,1.86,2,VGA,8
801,Asus,Fonepad 7 (2014),Android,1,100.0,False,Li-Po,,2,1.2,2,VGA,8
802,Asus,PadFone X,Android,2,320.0,False,Li-Po,2300,4,2.3,13,2,16
803,Asus,PadFone S,Android,2,250.0,False,Li-Po,2300,4,2.3,13,2,16
804,Asus,PadFone Infinity Lite,Android,2,510.0,False,Li-Po,2400,4,1.7,13,2,32
806,Asus,Zenfone 6 A601CG,Android,2,200.0,False,Li-Po,3230,2,1.6,13,2,32
807,Asus,Zenfone 6 A600CG,Android,2,250.0,False,Li-Po,3300,2,2.0,13,2,32
808,Asus,Zenfone 5 A501CG,Android,2,120.0,False,Li-Po,2110,2,1.2,8,2,8
809,Asus,Zenfone 5 A500CG,Android,2,130.0,False,Li-Po,2110,2,2.0,8,2,8
810,Asus,Zenfone 4,Android,1,130.0,True,Li-Po,1200,2,1.2,5,Yes,8
811,Asus,PadFone mini 4G (Intel),Android,1,300.0,True,Li-Ion,2060,2,1.6,5,2,8
812,Asus,PadFone mini (Intel),Android,1,210.0,False,Li-Po,1170,2,1.6,8,2,8
813,Asus,PadFone mini,Android,1,290.0,True,Li-Po,1500,4,1.4,8,2,16
815,Asus,PadFone Infinity 2,Android,2,730.0,False,Li-Po,2400,4,2.2,13,2,32
818,Asus,Fonepad 7,Android,1,220.0,False,Li-Po,3950,2,1.6,5,1.2,8
819,Asus,Fonepad Note FHD6,Android,2,350.0,False,Li-Po,3200,2,2.0,8,1.2,32
820,Asus,Transformer Pad TF701T,Android,2,400.0,False,Li-Po,,4,1.9,5,1.2,64
822,Asus,Memo Pad HD7 8 GB,Android,1,100.0,False,Li-Po,,4,1.2,2,VGA,8
823,Asus,Memo Pad HD7 16 GB,Android,1,130.0,False,Li-Po,,4,1.2,5,1.2,16
824,Asus,Fonepad,Android,1,260.0,False,Li-Ion,4270,1,1.2,3.15,1.2,8
825,Asus,PadFone Infinity,Android,2,1000.0,False,Li-Po,2400,4,1.7,13,2,64
826,Asus,Memo Pad Smart 10,Android,1,230.0,False,Li-Po,,4,1.2,5,1.2,16
827,Asus,Memo Pad ME172V,Android,1,110.0,False,Li-Po,4270,1,1.0,1,No,8
828,Asus,Google Nexus 7 Cellular,Android,1,230.0,False,Li-Ion,4325,4,1.2,1.2,No,32
829,Asus,VivoTab RT TF600T,Microsoft,2,420.0,False,Li-Po,,4,1.3,8,2,64
830,Asus,PadFone 2,Android,2,450.0,False,Li-Ion,2140,4,1.5,13,1.2,64
831,Asus,Google Nexus 7,Android,1,150.0,False,Li-Ion,4325,4,1.2,1.2,No,8
832,Asus,Transformer Pad Infinity 700 LTE,Android,1,430.0,False,Li-Po,,2,1.5,8,2,64
833,Asus,Transformer Pad Infinity 700 3G,Android,1,430.0,False,Li-Po,,2,1.5,8,2,64
835,Asus,Transformer Pad TF300T,Android,1,290.0,False,Li-Po,,4,1.2,8,1.2,32
836,Asus,Transformer Pad Infinity 700,Android,1,340.0,False,Li-Po,,4,1.6,8,2,64
837,Asus,Memo,Android,1,170.0,True,Li-Po,4400,2,1.2,5,1.2,32
838,Asus,Transformer Prime TF700T,Android,1,400.0,False,Li-Po,,4,1.6,8,2,64
839,Asus,Transformer Prime TF201,Android,1,350.0,False,Li-Po,,4,1.3,8,1.2,64
840,Asus,PadFone,Android,1,300.0,True,Li-Ion,1520,2,1.5,8,VGA,64
842,Asus,Transformer TF101,Android,1,280.0,False,Li-Po,,2,1.0,5,1.2,32
869,Asus,Zenfone Pegasus 3s,Android,3,330.0,False,Li-Ion,5000,8,1.5,13,8,64
886,BenQ,T3,Android,1,80.0,False,Li-Ion,1840,4,1.2,8,VGA,4
887,BenQ,F5,Android,2,100.0,False,Li-Ion,2520,4,1.2,13,2,16
888,BenQ,F3,Android,1,200.0,True,Li-Ion,2100,4,1.2,13,2,4
889,BenQ,A3,Android,1,150.0,True,Li-Ion,2000,4,1.2,8,2,4
1007,BlackBerry,Aurora,Android,4,250.0,,Li-Ion,3000,4,1.4,13,8,32
1008,BlackBerry,KEYone,Android,3,600.0,False,Li-Ion,3505,8,2.0,12,8,32
1009,BlackBerry,DTEK60,Android,4,530.0,False,Li-Ion,3000,4,2.15,21,8,32
1010,BlackBerry,DTEK50,Android,3,270.0,False,Li-Ion,2610,8,1.5,13,8,16
1011,BlackBerry,Priv,Android,3,450.0,False,Li-Ion,3410,6,1.4,18,2,32
1012,BlackBerry,Leap,BlackBerry,2,170.0,False,Li-Ion,2800,2,1.5,8,2,16
1014,BlackBerry,Porsche Design P'9983,BlackBerry,2,590.0,True,Li-Ion,2100,2,1.5,8,2,64
1015,BlackBerry,Passport,BlackBerry,3,310.0,False,Li-Ion,3450,4,2.26,13,2,32
1016,BlackBerry,Classic,BlackBerry,2,290.0,False,Li-Ion,2515,2,1.5,8,2,16
1017,BlackBerry,Z3,BlackBerry,1.5,110.0,False,Li-Ion,2500,2,1.2,5,1.1,8
1018,BlackBerry,Porsche Design P'9982,BlackBerry,2,390.0,True,Li-Ion,1800,2,1.5,8,2,64
1019,BlackBerry,Z30,BlackBerry,2,180.0,False,Li-Ion,2880,2,1.7,8,2,16
1021,BlackBerry,Q5,BlackBerry,2,150.0,False,Li-Ion,2180,2,1.2,5,2,8
1022,BlackBerry,Z10,BlackBerry,2,230.0,True,Li-Ion,1800,2,1.5,8,2,16
1023,BlackBerry,Q10,BlackBerry,2,170.0,True,Li-Ion,2100,2,1.5,8,2,16
1029,BlackBerry,Porsche Design P'9981,BlackBerry,768,800.0,True,Li-Ion,1230,1,1.2,5,No,8
1035,BlackBerry,Torch 9850,BlackBerry,768,130.0,True,Li-Ion,1230,1,1.2,5,No,4
1040,BlackBerry,Playbook,BlackBerry,1,120.0,False,Li-Po,5300,2,1.0,5,3,64
1058,BlackBerry,Storm 9500,BlackBerry,128,80.0,True,Li-Ion,1400,1,0.528,3.15,No,1
1059,BlackBerry,Storm 9530,BlackBerry,128,100.0,True,Li-Ion,1400,1,0.528,3.15,No,1
1100,BLU,Life One X2 Mini,Android,4,170.0,False,Li-Po,3000,8,1.4,13,8,64
1164,BLU,Studio M HD,Android,1,80.0,True,Li-Po,2000,4,1.3,8,2,16
1167,BLU,Vivo 5,Android,3,240.0,False,Li-Ion,3150,8,1.3,13,5,32
1179,BLU,Pure XL,Android,3,310.0,False,Li-Po,3500,8,2.0,24,8,64
1181,BLU,Studio XL,Android,1,110.0,False,Li-Ion,3000,4,1.3,8,2,8
1199,BLU,Studio Energy,Android,1,140.0,True,Li-Ion,5000,4,1.3,8,2,8
1200,BLU,Studio G,Android,512,80.0,True,Li-Ion,2000,4,1.3,5,VGA,4
1202,BLU,Studio X,Android,1,120.0,True,Li-Ion,2100,4,1.3,8,2,8
1203,BLU,Vivo Air,Android,1,190.0,False,Li-Ion,2100,8,1.7,8,5,16
1204,BLU,Studio 6.0 LTE,Android,2,210.0,True,Li-Ion,3200,4,1.6,13,5,16
1205,BLU,Studio 5.0 HD LTE,Android,1,150.0,True,Li-Ion,2200,4,1.2,13,5,8
1207,BLU,Studio 7.0,Android,1,130.0,False,Li-Po,3000,2,1.3,5,2,8
1210,BLU,Life Play Mini,Android,512,70.0,True,Li-Ion,1400,2,1.0,3.15,VGA,4
1214,BLU,Win HD,Microsoft,1,150.0,True,Li-Ion,2200,4,1.2,8,2,8
1215,BLU,Studio 5.0 C HD,Android,1,110.0,True,Li-Ion,2000,4,1.3,8,2,4
1217,BLU,Studio 5.0 C,Android,512,80.0,True,Li-Ion,1800,2,1.3,5,VGA,4
1219,BLU,Vivo IV,Android,2,260.0,False,Li-Po,2300,8,1.7,13,5,16
1220,BLU,Life 8,Android,1,150.0,True,Li-Ion,2000,8,1.7,8,2,8
1221,BLU,Life Pure XL,Android,,290.0,False,Li-Po,2500,4,2.2,16,8,32
1223,BLU,Studio 6.0 HD,Android,1,180.0,False,Li-Po,3000,4,1.3,8,2,4
1224,BLU,Neo 4.5,Android,512,70.0,True,Li-Ion,1800,2,1.3,3.15,VGA,4
1225,BLU,Neo 3.5,Android,256,70.0,True,Li-Ion,1300,2,1.0,1.3,No,512
1226,BLU,Studio 5.0 S II,Android,1,120.0,True,Li-Ion,2000,4,1.3,8,2,4
1227,BLU,Studio 5.0 E,Android,512,70.0,True,Li-Ion,2100,2,1.0,3.15,No,4
1228,BLU,Studio 5.5 S,Android,1,130.0,True,Li-Ion,2350,4,1.3,8,2,4
1229,BLU,Life Pure Mini,Android,1,190.0,False,Li-Ion,3000,4,1.5,8,2,16
1230,BLU,Vivo 4.8 HD,Android,1,160.0,False,Li-Ion,2000,4,1.5,8,5,16
1231,BLU,Life View Tab,Android,1,360.0,False,Li-Ion,4500,4,1.2,5,5,8
1232,BLU,Life Play S,Android,1,130.0,False,Li-Ion,1800,4,1.3,8,5,4
1233,BLU,Life One X,Android,2,210.0,False,Li-Ion,2000,4,1.5,13,5,32
1234,BLU,Life One M,Android,1,140.0,True,Li-Ion,2000,4,1.5,12,2,4
1235,BLU,Life Play X,Android,1,200.0,True,Li-Ion,1800,4,1.5,8,2,16
1236,BLU,Life Pure,Android,2,240.0,False,Li-Ion,2020,4,1.5,13,5,32
1237,BLU,Studio 5.0 II,Android,512,90.0,True,Li-Ion,2000,2,1.3,5,VGA,4
1238,BLU,Advance 4.0,Android,512,80.0,True,Li-Ion,1600,2,1.3,5,VGA,4
1239,BLU,Life Pro,Android,1,210.0,True,Li-Po,2500,4,1.5,12,5,16
1240,BLU,Studio 5.5,Android,1,120.0,True,Li-Ion,2250,4,1.2,5,VGA,4
1245,BLU,Dash 5.0,Android,512,100.0,True,Li-Ion,2000,2,1.3,5,VGA,4
1246,BLU,Dash Music 4.0,Android,512,80.0,True,Li-Ion,1500,2,1.3,3.15,No,4
1247,BLU,Dash JR,Android,256,40.0,True,Li-Ion,1000,1,1.0,2,No,512
1248,BLU,Dash 4.5,Android,512,100.0,True,Li-Ion,2000,4,1.2,5,VGA,4
1249,BLU,Amour,Android,512,100.0,True,Li-Ion,1600,2,1.0,5,VGA,4
1250,BLU,Studio 5.3 S,Android,1,130.0,True,Li-Ion,2800,4,1.2,8,2,4
1251,BLU,Studio 5.0 S,Android,1,130.0,True,Li-Ion,2000,4,1.2,8,2,4
1252,BLU,Studio 5.0,Android,512,100.0,True,Li-Ion,2000,2,1.0,5,VGA,4
1253,BLU,Dash Music,Android,256,80.0,True,Li-Ion,1500,1,1.0,2,VGA,512
1257,BLU,Life View,Android,1,230.0,True,Li-Ion,2600,4,1.2,12,5,16
1258,BLU,Life One,Android,1,230.0,False,Li-Ion,2000,4,1.2,13,5,16
1259,BLU,Life Play,Android,1,180.0,True,Li-Ion,1800,4,1.2,8,2,4
1260,BLU,Studio 5.3 II,Android,512,160.0,True,Li-Ion,2200,2,1.0,8,2,4
1261,BLU,Tank 4.5,Android,512,200.0,True,Li-Ion,1760,2,1.0,5,VGA,4
1262,BLU,Quattro 5.7 HD,Android,1,220.0,True,Li-Ion,2800,4,1.5,8,1.3,4
1263,BLU,Quattro 4.5 HD,Android,1,260.0,True,Li-Ion,1800,4,1.5,8,1.3,16
1264,BLU,Quattro 4.5,Android,1,180.0,True,Li-Ion,1800,4,1.5,5,VGA,4
1266,BLU,Dash 4.0,Android,512,90.0,True,Li-Ion,1500,2,1.3,5,VGA,4
1267,BLU,Dash 3.2,Android,256,70.0,True,Li-Ion,1280,1,1.0,1.3,No,512
1269,BLU,Vivo 4.65 HD,Android,1,210.0,True,Li-Ion,1600,2,1.2,8,1.3,4
1270,BLU,Touch Book 9.7,Android,1,180.0,False,Li-Ion,6000,2,1.5,2,2,4
1271,BLU,Touch Book 7.0 Plus,Android,512,70.0,False,Li-Ion,3500,1,1.0,3.15,VGA,512
1272,BLU,Touch Book 7.0 Lite,Android,512,70.0,False,Li-Ion,3000,1,1.2,VGA,No,4
1273,BLU,Dash 3.5,Android,256,70.0,True,Li-Ion,1300,2,1.0,3.15,No,512
1274,BLU,Elite 3.8,Android,512,130.0,True,Li-Ion,1600,1,1.0,5,VGA,1
1275,BLU,Dash,Android,256,70.0,True,Li-Ion,1110,1,0.65,2,Yes,512
1278,BLU,Vivo 4.3,Android,512,170.0,True,Li-Ion,1600,2,1.0,8,1.3,4
1281,BLU,Studio 5.3,Android,512,170.0,True,Li-Ion,2500,1,0.65,5,VGA,512
1282,BLU,Touch Book 7.0,Android,512,120.0,False,Li-Ion,4250,1,0.8,3.15,VGA,512
1300,BLU,Magic,Android,256,110.0,True,Li-Ion,1450,1,0.6,3.15,No,512
1306,BLU,Tango,Android,256,100.0,True,Li-Ion,1200,1,0.6,3.15,No,512
1338,BQ,Aquaris X Pro,Android,4,370.0,False,Li-Ion,3100,8,2.2,12,8,64
1339,BQ,Aquaris X,Android,3,290.0,False,Li-Ion,3100,8,2.2,16,8,32
1340,BQ,Aquaris U Lite,Android,2,160.0,False,Li-Po,3080,4,1.4,8,5,16
1341,BQ,Aquaris U,Android,2,190.0,False,Li-Po,3080,8,1.4,13,5,16
1342,BQ,Aquaris U Plus,Android,2,220.0,False,Li-Po,3050,8,1.4,16,5,16
1343,BQ,Aquaris X5 Plus,Android,2,300.0,False,Li-Po,3200,8,1.8,16,8,16
1344,BQ,Aquaris E5s,Android,2,210.0,,Li-Po,2850,4,1.4,13,5,16
1345,BQ,Aquaris X5,Android,2,230.0,False,Li-Po,2900,4,1.4,13,5,16
1346,BQ,Aquaris M5,Android,2/3,260.0,False,Li-Po,3120,8,1.5,13,5,16
1347,BQ,Aquaris M5.5,Android,2/3,300.0,,Li-Po,3620,8,1.5,13,5,16
1348,BQ,Aquaris M4.5,Android,1,180.0,,Li-Po,2470,4,1.0,8,5,8
1349,BQ, Aquaris M10,Android,2,230.0,False,Li-Po,7280,4,1.3,5,2,16
1350,Casio,G'zOne CA-201L,Android,1,270.0,True,Li-Ion,1800,2,1.5,8,1.3,16
1355,Cat,S60,Android,3,650.0,False,Li-Ion,3800,8,1.2,13,5,32
1356,Cat,S30,Android,1,340.0,False,Li-Ion,3000,4,1.1,5,2,8
1357,Cat,S40,Android,1,440.0,False,Li-Ion,3000,4,1.1,8,2,16
1359,Cat,B15 Q,Android,1,320.0,True,Li-Ion,2000,4,1.3,5,VGA,4
1360,Cat,S50,Android,2,460.0,False,Li-Ion,2630,1,1.2,8,VGA,8
1361,Cat,B15,Android,512,250.0,False,Li-Ion,2000,2,1.0,5,VGA,4
1387,Celkon,Campus Whizz Q42,Android,512,80.0,True,Li-Ion,1400,4,1.3,5,1.3,4
1399,Celkon,A500,Android,1,90.0,,Li-Ion,2000,2,1.3,5,VGA,8
1400,Celkon,A21,Android,256,60.0,,Li-Ion,1500,4,1.3,3.15,1.3,512
1436,Celkon,AR45,Android,512,90.0,,Li-Ion,2000,2,1.2,5,1.3,4
1463,Celkon,A119 Signature HD,Android,1,200.0,,Li-Ion,2100,2,1.0,12,3,4
1605,Coolpad,Note 5 Lite,Android,3,120.0,False,Li-Ion,2500,4,1.0,13,8,16
1606,Coolpad,Cool1 dual,Android,3/4,200.0,False,Li-Ion,4060,8,1.2,Dual,8,32
1607,Coolpad,Conjr,Android,3,210.0,False,Li-Ion,2500,4,1.0,13,8,16
1608,Coolpad,Cool S1,Android,4,420.0,False,Li-Po,4070,4,2.35,16,8,64
1610,Coolpad,Mega 3,Android,2,110.0,False,Li-Po,3050,4,1.2,8,8,16
1611,Coolpad,Note 5,Android,4,180.0,False,Li-Ion,4010,8,1.5,13,8,64
1612,Coolpad,Modena 2,Android,2,180.0,False,Li-Ion,2500,4,1.0,8,8,16
1613,Coolpad,Mega,Android,3,80.0,False,Li-Ion,2500,4,1.0,8,8,16
1614,Coolpad,Torino,Android,3,200.0,False,Li-Ion,2500,8,1.36,13,5,16
1615,Coolpad,Note 3 Plus,Android,3,120.0,False,Li-Ion,3000,8,1.3,13,5,16
1616,Coolpad,Max,Android,4,380.0,False,Li-Ion,2800,8,1.5,13,5,64
1617,Coolpad,Porto S,Android,1,130.0,False,Li-Po,2000,4,1.0,8,2,8
1618,Coolpad,Torino S,Android,2,180.0,False,Li-Ion,1800,4,1.2,8,5,16
1619,Coolpad,Note 3 Lite,Android,3,110.0,False,Li-Ion,2500,4,1.3,13,5,16
1621,Coolpad,Note 3,Android,3,120.0,False,Li-Ion,3000,8,1.3,13,5,16
1622,Coolpad,Shine,Android,2,200.0,False,Li-Ion,2500,8,1.5,13,5,8
1623,Coolpad,Modena,Android,1,160.0,False,Li-Ion,2500,4,1.2,8,2,8
1624,Coolpad,Porto,Android,1,150.0,False,Li-Ion,1800,4,1.2,8,5,8
1625,Dell,Venue 10 7000,Android,2,460.0,False,Li-Ion,7000,4,2.3,8,2,32
1626,Dell,Venue 8 7000,Android,2,250.0,False,,,4,2.3,8,2,32
1627,Dell,Venue 8,Android,2,130.0,False,Li-Ion,4100,2,2.0,5,2,32
1629,Dell,Venue 7,Android,2,100.0,False,Li-Ion,4100,2,1.6,3.15,VGA,16
1632,Dell,Streak 10 Pro,Android,1,280.0,False,Li-Ion,,2,1.0,5,2,16
1635,Dell,Venue,Android,512,390.0,True,Li-Ion,1400,1,1.0,8,No,1
1637,Dell,XCD28,Android,256,180.0,True,Li-Ion,1100,1,0.6,3.15,No,256
1640,Dell,Venue Pro,Microsoft,512,220.0,True,Li-Ion,1400,1,1.0,5,No,8
1641,Dell,Streak,Android,512,190.0,True,Li-Ion,1530,1,1.0,5,VGA,16
1734,Gigabyte,GSmart Essence 4,Android,512,60.0,True,Li-Ion,1300,2,1.0,2,VGA,4
1735,Gigabyte,GSmart Classic Lite,Android,512,80.0,True,Li-Ion,2100,4,1.2,5,2,8
1736,Gigabyte,GSmart Essence,Android,512,70.0,True,Li-Ion,1600,4,1.2,5,2,8
1737,Gigabyte,GSmart Classic,Android,1,100.0,True,Li-Ion,2000,4,1.2,8,5,8
1747,Gigabyte,GSmart Mika M2,Android,1,190.0,True,Li-Ion,2000,4,1.3,13,5,8
1748,Gigabyte,GSmart T4,Android,512,100.0,True,Li-Ion,1400,2,1.3,8,VGA,4
1751,Gigabyte,GSmart Guru,Android,2,440.0,True,Li-Ion,2500,4,1.5,13,5,32
1753,Gigabyte,GSmart Roma R2,Android,1,140.0,True,Li-Ion,1400,2,1.3,5,VGA,4
1754,Gigabyte,GSmart Aku A1,Android,1,150.0,True,Li-Ion,2000,4,1.2,5,VGA,4
1756,Gigabyte,GSmart Maya M1 v2,Android,1,200.0,True,Li-Ion,1700,4,1.2,8,2,4
1757,Gigabyte,GSmart Sierra S1,Android,1,220.0,True,Li-Ion,2000,4,1.5,13,2,4
1758,Gigabyte,GSmart Simba SX1,Android,1,260.0,True,Li-Ion,1900,2,1.4,13,2,4
1759,Gigabyte,GSmart Maya M1,Android,1,220.0,True,Li-Ion,1700,2,1.0,8,2,4
1760,Gigabyte,GSmart Rio R1,Android,512,150.0,True,Li-Ion,1500,2,1.0,5,VGA,4
1761,Gigabyte,GSmart GS202,Android,512,110.0,True,Li-Ion,1500,2,1.0,5,VGA,4
1762,Gigabyte,GSmart G1362,Android,512,210.0,True,Li-Ion,1550,2,1.2,5,VGA,4
1763,Gigabyte,GSmart G1355,Android,512,190.0,True,Li-Ion,1500,1,0.8,5,No,1
1797,Gionee,A1 Lite,Android,3,27000.0,False,Li-Ion,4000,8,1.3,13,20,32
1798,Gionee,S10,Android,4,380.0,False,Li-Ion,3450,8,2.5,Dual,Dual,64
1799,Gionee,S10B,Android,4,240.0,False,Li-Ion,3700,8,1.8,Dual,16,64
1800,Gionee,S10C,Android,4,200.0,False,Li-Ion,3100,4,1.4,13,16,32
1801,Gionee,M6s Plus,Android,6,460.0,False,Li-Po,6020,8,1.95,12,8,64
1802,Gionee,A1 Plus,Android,4,370.0,False,Li-Ion,4550,8,2.5,Dual,20,64
1803,Gionee,A1,Android,4,280.0,False,Li-Ion,4010,8,2.0,13,16,64
1804,Gionee,F5,Android,4,250.0,False,Li-Po,4000,8,1.5,13,8,32
1805,Gionee,M2017,Android,6,1150.0,False,Li-Po,7000,8,1.95,Dual,8,128
1806,Gionee,Steel 2,Android,3,210.0,False,Li-Po,4000,4,1.25,8,5,32
1808,Gionee,S9,Android,4,370.0,False,Li-Ion,3000,8,2.0,Dual,13,64
1809,Gionee,P7 Max,Android,3,190.0,False,,3100,8,2.2,13,5,32
1811,Gionee,S6s,Android,3,280.0,False,Li-Po,3150,8,1.3,13,8,32
1814,Gionee,S6 Pro,Android,4,390.0,False,Li-Po,3130,8,1.8,13,8,64
1815,Gionee,P5 Mini,Android,1,90.0,True,Li-Ion,1800,4,1.3,5,2,8
1816,Gionee,W909,Android,4,550.0,,Li-Ion,2530,8,2.0,16,5,64
1817,Gionee,S8,Android,4,450.0,False,Li-Ion,3000,8,1.9,16,8,64
1818,Gionee,Marathon M5 mini,Android,2,120.0,False,Li-Po,4000,4,1.3,8,5,16
1819,Gionee,Marathon M5 enjoy,Android,3,340.0,False,Li-Po,5000,4,0.0,8,5,16
1820,Gionee,Marathon M5 Plus,Android,3,420.0,False,Li-Po,5020,8,1.3,13,5,64
1821,Gionee,Marathon M5 lite,Android,3,170.0,False,Li-Po,4000,4,1.3,8,5,32
1822,Gionee,Pioneer P5W,Android,1,90.0,True,Li-Ion,2000,4,1.3,5,2,16
1823,Gionee,S6,Android,3,290.0,False,Li-Ion,3150,8,1.3,13,5,32
1825,Gionee,F103,Android,2,130.0,True,Li-Ion,2400,4,1.3,8,5,16
1826,Gionee,Elife E8,Android,3,480.0,False,Li-Po,3500,8,2.0,24,8,64
1828,Gionee,Marathon M4,Android,2,220.0,False,Li-Ion,5000,4,1.3,8,5,16
1829,Gionee,Marathon M5,Android,3,330.0,False,Li-Po,6020,4,1.3,13,5,32
1830,Gionee,Pioneer P4S,Android,1,120.0,True,Li-Po,1800,4,1.3,5,2,8
1831,Gionee,Elife S7,Android,2,400.0,False,Li-Ion,2700,8,1.7,13,8,16
1838,Gionee,Marathon M3,Android,1,170.0,False,Li-Ion,5000,4,1.3,8,2,8
1839,Gionee,Elife S5.1,Android,1,240.0,False,Li-Ion,2050,8,1.7,8,5,16
1842,Gionee,Pioneer P4,Android,1,100.0,True,Li-Po,1800,4,1.3,5,2,8
1844,Gionee,Ctrl V5,Android,1,160.0,True,Li-Po,1800,4,1.3,8,2,8
1845,Gionee,Elife S5.5,Android,2,270.0,False,Li-Ion,2300,8,1.7,13,5,16
1847,Gionee,Elife E7,Android,2,340.0,False,Li-Po,2500,4,2.2,16,8,16
1848,Gionee,Elife E6,Android,2,250.0,False,Li-Ion,2000,4,1.5,13,5,32
1849,Gionee,Elife E5,Android,1,200.0,False,Li-Ion,2000,4,1.5,8,5,16
1850,Gionee,Elife E3,Android,1,180.0,True,Li-Ion,1800,4,1.2,8,2,16
1851,Gionee,M2,Android,1,130.0,True,Li-Ion,4200,4,1.3,8,2,4
1853,Gionee,Gpad G4,Android,1,220.0,False,Li-Ion,3200,4,1.5,13,5,16
1854,Gionee,Gpad G3,Android,512,110.0,True,Li-Ion,2250,4,1.2,5,VGA,4
1855,Gionee,Gpad G2,Android,1,160.0,True,Li-Ion,3000,4,1.2,8,2,4
1857,Gionee,Pioneer P3,Android,512,90.0,True,Li-Ion,1700,4,1.3,5,VGA,4
1858,Gionee,Pioneer P2,Android,512,70.0,True,Li-Ion,1700,2,1.3,5,VGA,4
