,brand,model,OS,RAM,approx_price_EUR,battery_removable,battery_type,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb
1864,Gionee,Ctrl V4,Android,512,110.0,True,Li-Ion,1800,4,1.2,5,VGA,4
1865,Gionee,Dream D1,Android,1,170.0,True,Li-Ion,2100,4,1.2,8,1,4
1866,Google,Pixel XL,Android,4,880.0,False,Li-Ion,3450,4,2.15,12.3,8,32
1867,Google,Pixel,Android,4,770.0,False,Li-Ion,2770,4,2.15,12.3,8,32
1868,Google,Pixel C,Android,3,600.0,False,Li-Po,9240,4,1.9,8,2,64
1919,HP,Elite x3,Microsoft,4,700.0,False,Li-Po,4150,4,2.15,16,8,64
1921,HP,Pro Slate 12,Android,2,490.0,False,Li-Po,,4,2.3,8,2,32
1923,HP,Pro Slate 8,Android,2,390.0,False,Li-Po,,4,2.3,8,2,32
1926,HP,7 VoiceTab,Android,1,140.0,False,,,4,1.3,5,VGA,8
1941,HP,Pre 3,HP,512,350.0,True,Li-Ion,1230,1,1.4,5,VGA,8
1942,HP,TouchPad,HP,1,280.0,False,Li-Ion,6300,2,1.2,1.3,No,32
1943,HP,iPAQ Glisten,Microsoft,256,140.0,True,Li-Po,,1,0.528,3.15,No,512
1944,HP,iPAQ Voice Messenger,Microsoft,128,80.0,True,Li-Po,1260,1,0.528,3.15,No,256
1945,HP,iPAQ Data Messenger,Microsoft,128,150.0,True,Li-Po,1140,1,0.528,3.15,No,256
1960,HTC,U11,Android,4,750.0,False,Li-Ion,3000,8,2.45,12,16,64
1961,HTC,One X10,Android,3,330.0,False,,4000,8,1.8,16,8,32
1962,HTC,U Ultra,Android,4,750.0,False,Li-Ion,3000,4,2.15,12,16,64
1963,HTC,U Play,Android,3,470.0,False,Li-Ion,2500,8,2.0,16,16,32
1964,HTC,10 evo,Android,3,570.0,False,Li-Ion,3200,8,1.5,16,8,32
1965,HTC,Desire 650,Android,2,200.0,False,Li-Ion,2200,4,1.6,13,5,16
1966,HTC,Desire 10 Pro,Android,4,460.0,False,Li-Ion,3000,8,1.8,20,13,64
1967,HTC,Desire 10 Lifestyle,Android,3,260.0,False,Li-Ion,2700,4,1.4,13,5,32
1968,HTC,One A9s,Android,2,350.0,False,Li-Ion,2300,8,1.8,13,5,16
1969,HTC,Desire 728 Ultra,Android,3,220.0,False,Li-Po,2800,8,1.5,13,5,32
1970,HTC,Desire 628,Android,3,200.0,False,Li-Ion,2200,8,1.3,13,5,32
1971,HTC,One M9 Prime Camera,Android,2,390.0,False,Li-Po,2840,8,2.2,13,4,16
1972,HTC,Desire 830,Android,3,280.0,False,Li-Ion,2800,8,1.5,13,4,32
1973,HTC,One S9,Android,2,270.0,False,Li-Ion,2840,8,2.0,13,4,16
1974,HTC,10 Lifestyle,Android,3,420.0,False,Li-Ion,3000,8,1.8,12,5,32
1975,HTC,10,Android,4,500.0,False,Li-Ion,3000,4,2.15,12,5,64
1976,HTC,Desire 825,Android,2,240.0,False,Li-Ion,2700,4,1.6,13,5,16
1977,HTC,Desire 630,Android,2,190.0,True,Li-Ion,2200,4,1.6,13,5,16
1978,HTC,Desire 530,Android,1.5,170.0,False,Li-Ion,2200,4,1.1,8,5,16
1979,HTC,Desire 625,Android,1.5,70.0,False,Li-Ion,2000,4,1.1,5,1.3,8
1980,HTC,One X9,Android,3,300.0,False,Li-Ion,3000,8,2.2,13,5,32
1981,HTC,One M9s,Android,2,270.0,False,Li-Po,2840,8,2.2,13,4,16
1982,HTC,Desire 828 dual sim,Android,2,250.0,False,Li-Ion,2800,8,1.5,13,4,16
1983,HTC,Desire 728 dual sim,Android,2,240.0,False,Li-Po,2800,8,1.3,13,5,16
1984,HTC,One E9s dual sim,Android,2,310.0,True,Li-Ion,2600,8,1.5,13,4,16
1985,HTC,Butterfly 3,Android,3,300.0,False,Li-Ion,2700,8,1.5,20.2,13,32
1986,HTC,One A9,Android,2,300.0,False,Li-Ion,2150,8,1.5,13,4,16
1987,HTC,One M9+ Supreme Camera,Android,3,480.0,False,Li-Po,2840,8,2.2,21,4,32
1989,HTC,Desire 626s,Android,1,190.0,False,Li-Ion,2000,4,1.1,8,2,8
1990,HTC,Desire 526,Android,1.5,110.0,True,Li-Ion,2000,4,1.1,8,2,8
1992,HTC,One ME,Android,3,340.0,False,Li-Po,2840,8,2.2,20,4,32
1993,HTC,Desire 820G+ dual sim,Android,1,180.0,False,Li-Po,2600,8,1.7,13,8,16
1995,HTC,One M9+,Android,3,500.0,False,Li-Po,2840,8,2.2,Dual,4,32
1996,HTC,One M8s,Android,2,330.0,False,Li-Po,2840,8,1.7,Dual,5,32
1997,HTC,One E9+,Android,3,320.0,False,Li-Po,2800,8,2.0,20,13,32
1998,HTC,One E9,Android,2,320.0,False,Li-Po,2800,8,2.0,13,4,16
1999,HTC,One M9,Android,3,420.0,False,Li-Po,2840,8,1.5,20,4,32
2000,HTC,Desire 820s dual sim,Android,2,370.0,False,Li-Po,2600,8,1.7,13,8,16
2001,HTC,Desire 626G+,Android,1,250.0,False,Li-Po,2000,8,1.7,13,5,8
2002,HTC,Desire 626,Android,1/2,180.0,False,Li-Ion,2000,8,1.7,13,5,16
2004,HTC,Desire 826 dual sim,Android,2,200.0,False,Li-Po,2600,8,1.7,13,4,16
2006,HTC,Desire 620G dual sim,Android,1,190.0,True,Li-Po,2100,8,1.7,8,5,8
2007,HTC,Desire 620,Android,1,180.0,True,Li-Po,2100,4,1.2,8,5,8
2008,HTC,Nexus 9,Android,2,300.0,False,Li-Po,6700,2,2.3,8,1.6,16
2009,HTC,Desire 816G dual sim,Android,16,260.0,False,Li-Po,2600,4,1.3,13,5,8
2010,HTC,One (M8 Eye),Android,2,260.0,False,Li-Po,2600,4,2.3,Dual,5,16
2011,HTC,Desire Eye,Android,2,380.0,False,Li-Po,2400,4,2.3,13,13,16
2012,HTC,Desire 612,Android,1,240.0,False,Li-Po,2040,4,1.2,8,1.3,8
2013,HTC,Desire 820q dual sim,Android,1,260.0,False,Li-Po,2600,4,1.2,13,8,16
2014,HTC,Desire 820 dual sim,Android,2,320.0,False,Li-Po,2600,8,1.7,13,8,16
2015,HTC,Desire 820,Android,2,340.0,False,Li-Po,2600,8,1.5,13,8,16
2016,HTC,One (E8) CDMA,Android,2,350.0,False,Li-Ion,2600,4,2.3,13,5,16
2017,HTC,Desire 510,Android,1,200.0,True,Li-Po,2100,4,1.2,5,VGA/,8
2018,HTC,One (M8) for Windows,Microsoft,2,300.0,False,Li-Ion,2600,4,2.3,Dual,5,32
2019,HTC,One (M8) for Windows (CDMA),Microsoft,2,300.0,False,Li-Ion,2600,4,2.3,Dual,5,32
2020,HTC,Butterfly 2,Android,2,250.0,False,Li-Po,2700,4,2.5,Dual,5,32
2021,HTC,One Remix,Android,1.5,280.0,False,Li-Po,2100,4,1.2,13,5,16
2022,HTC,One (M8) dual sim,Android,2,300.0,False,Li-Po,2600,4,2.3,Dual,5,16
2023,HTC,Desire 516 dual sim,Android,1,160.0,True,Li-Po,1950,4,1.2,5,2,4
2024,HTC,One (E8),Android,2,420.0,False,Li-Po,2600,4,2.5,13,5,16
2025,HTC,One mini 2,Android,1,250.0,False,Li-Po,2110,4,1.2,13,5,16
2026,HTC,Desire 616 dual sim,Android,1,180.0,True,Li-Po,2000,8,1.4,8,2,4
2027,HTC,Desire 210 dual sim,Android,512,100.0,True,Li-Po,1300,2,1.0,5,VGA,4
2028,HTC,One (M8) CDMA,Android,2,250.0,False,Li-Ion,2600,4,2.3,Dual,5,32
2029,HTC,One (M8),Android,2,250.0,False,Li-Po,2600,4,2.3,Dual,5,32
2030,HTC,Desire 310 dual sim,Android,512,140.0,True,Li-Ion,2000,4,1.3,5,VGA|,4
2031,HTC,Desire 310,Android,512,150.0,True,Li-Ion,2000,4,1.3,5,VGA|,4
2032,HTC,Desire 816 dual sim,Android,1.5,250.0,False,Li-Po,2600,4,1.6,13,5,8
2033,HTC,Desire 816,Android,1.5,250.0,False,Li-Po,2600,4,1.6,13,5,8
2034,HTC,Desire 610,Android,1,200.0,False,Li-Po,2040,4,1.2,8,1.3,8
2035,HTC,Desire 501 dual sim,Android,1,190.0,True,Li-Ion,2100,2,1.2,8,2.1,8
2036,HTC,Desire 700,Android,1,220.0,True,Li-Po,2100,4,1.2,8,2.1,8
2037,HTC,Desire 700 dual sim,Android,1,250.0,True,Li-Po,2100,4,1.2,8,2.1,8
2038,HTC,Desire 601 dual sim,Android,1,270.0,True,Li-Po,2100,4,1.2,5,VGA,4
2040,HTC,One Max,Android,2,370.0,False,Li-Po,3300,4,1.7,4,2.1,32
2041,HTC,Desire 300,Android,512,160.0,True,Li-Ion,1650,2,1.0,5,VGA,4
2042,HTC,Desire 601,Android,1,230.0,True,Li-Po,2100,2,1.4,5,VGA,8
2043,HTC,Desire 500,Android,1,180.0,True,Li-Ion,1800,4,1.2,8,1.6,4
2044,HTC,One mini,Android,1,240.0,False,Li-Po,1800,2,1.4,4,1.6,16
2048,HTC,8XT,Microsoft,1,170.0,True,Li-Po,1800,2,1.4,8,1.6,8
2049,HTC,Butterfly S,Android,2,300.0,False,Li-Po,3200,4,1.9,4,2.1,16
2051,HTC,Desire 600 dual sim,Android,1,290.0,True,Li-Ion,1860,4,1.2,8,1.6,8
2052,HTC,First,Android,1,200.0,False,Li-Po,2000,2,1.4,5,1.6,16
2053,HTC,One Dual Sim,Android,2,300.0,False,Li-Po,2300,4,1.7,4,2.1,32
2054,HTC,One,Android,2,270.0,False,Li-Po,2300,4,1.7,4,2.1,64
2057,HTC,Butterfly,Android,2,330.0,False,Li-Po,2020,4,1.5,8,2.1,16
2058,HTC,DROID DNA,Android,2,280.0,False,Li-Ion,2020,4,1.5,8,2.1,16
2060,HTC,One SV,Android,1,200.0,True,Li-Ion,1800,2,1.2,5,1.6,8
2061,HTC,Desire SV,Android,768,270.0,True,Li-Ion,1620,2,1.0,8,No,4
2062,HTC,One VX,Android,1,290.0,False,Li-Ion,1800,2,1.2,5,VGA,8
2063,HTC,One X+,Android,1,220.0,False,Li-Ion,2100,4,1.7,8,1.6,64
2065,HTC,Windows Phone 8X,Microsoft,1,170.0,False,Li-Ion,1800,2,1.5,8,2.1,16
2066,HTC,Windows Phone 8S,Microsoft,512,150.0,False,Li-Po,1700,2,1.0,5,No,4
2069,HTC,Desire X,Android,768,190.0,True,Li-Ion,1650,2,1.0,5,No,4
2070,HTC,Desire VT,Android,512,200.0,True,Li-Ion,1650,1,1.0,5,No,4
2072,HTC,Desire VC,Android,512,150.0,True,Li-Ion,1650,1,1.0,5,No,4
2073,HTC,Desire V,Android,512,160.0,True,Li-Ion,1650,1,1.0,5,No,4
2074,HTC,Desire C,Android,512,120.0,True,Li-Ion,1230,1,0.6,5,No,4
2076,HTC,DROID Incredible 4G LTE,Android,1,270.0,False,Li-Ion,1700,2,1.2,8,1.3,8
2077,HTC,Evo 4G LTE,Android,1,180.0,False,Li-Ion,2000,2,1.5,8,1.3,16
2079,HTC,One X,Android,1,170.0,False,Li-Po,1800,4,1.5,8,1.3,32
2080,HTC,One X AT&T,Android,1,190.0,False,Li-Po,1800,2,1.5,8,1.3,16
2081,HTC,One XL,Android,1,180.0,False,Li-Po,1800,2,1.5,8,1.3,32
2082,HTC,One S C2,Android,1,180.0,False,Li-Po,1650,2,1.7,8,VGA,16
2083,HTC,One S,Android,1,220.0,False,Li-Po,1650,2,1.5,8,VGA,16
2084,HTC,Velocity 4G Vodafone,Android,1,160.0,True,Li-Ion,1620,2,1.5,8,1.3,16
2085,HTC,One V,Android,512,130.0,False,Li-Ion,1500,1,1.0,5,No,4
2086,HTC,Velocity 4G,Android,1,200.0,True,Li-Ion,1620,2,1.5,8,1.3,16
2088,HTC,Rezound,Android,1,160.0,True,Li-Ion,1620,2,1.5,8,2,16
2089,HTC,Vivid,Android,1,160.0,True,Li-Ion,1620,2,1.2,8,1.3,16
2091,HTC,Sensation XL,Android,768,170.0,True,Li-Ion,1600,1,1.5,8,1.3,16
2092,HTC,Explorer,Android,512,70.0,True,Li-Ion,1230,1,0.6,3.15,No,512
2093,HTC,Amaze 4G,Android,1,180.0,True,Li-Ion,1730,2,1.5,8,2,16
2095,HTC,Rhyme,Android,768,140.0,False,Li-Ion,1600,1,1.0,5,VGA,4
2097,HTC,Rhyme CDMA,Android,768,120.0,False,Li-Ion,1600,1,1.0,5,VGA,4
2098,HTC,Sensation XE,Android,768,140.0,True,Li-Ion,1730,2,1.5,8,VGA,4
2099,HTC,Jetstream,Android,1,280.0,False,Li-Ion,7300,2,1.5,8,1.3,32
2101,HTC,Titan,Microsoft,512,140.0,True,Li-Ion,1600,1,1.5,8,1.3,16
2102,HTC,Radar,Microsoft,512,140.0,False,Li-Ion,1520,1,1.0,5,VGA,8
2103,HTC,Panache,Android,768,200.0,True,Li-Ion,1400,1,1.0,5,VGA,8
2104,HTC,Status,Android,512,70.0,True,Li-Ion,1250,1,0.8,5,VGA,512
2106,HTC,Trophy,Microsoft,576,90.0,True,Li-Ion,1300,1,1.0,5,No,16
2107,HTC,DROID Incredible 2,Android,768,100.0,True,Li-Ion,1450,1,1.0,8,1.3,1.1
2108,HTC,Sensation 4G,Android,768,210.0,True,Li-Ion,1520,2,1.2,8,VGA,1
2109,HTC,EVO 3D,Android,1,150.0,True,Li-Ion,1730,2,1.2,5,1.3,1
2110,HTC,Sensation,Android,768,120.0,True,Li-Ion,1520,2,1.2,8,VGA,1
2111,HTC,EVO 3D CDMA,Android,1,220.0,True,Li-Ion,1730,2,1.2,5,1.3,4
2112,HTC,HD7S,Microsoft,576,120.0,True,Li-Ion,1230,1,1.0,5,No,16
2115,HTC,Incredible S,Android,768,190.0,True,Li-Ion,1450,1,1.0,8,1.3,1.1
2116,HTC,Desire S,Android,768,100.0,True,Li-Ion,1450,1,1.0,5,VGA,1.1
2117,HTC,Wildfire S,Android,512,100.0,True,Li-Ion,1230,1,0.6,5,No,512
2118,HTC,Salsa,Android,512,130.0,True,Li-Ion,1520,1,0.8,5,VGA,512
2120,HTC,Flyer,Android,1,300.0,False,Li-Po,4000,1,1.5,5,1.3,32
2121,HTC,Flyer Wi-Fi,Android,1,110.0,False,Li-Ion,4000,1,1.5,5,1.3,32
2123,HTC,Inspire 4G,Android,768,120.0,True,Li-Ion,1230,1,1.0,8,No,4
2125,HTC,ThunderBolt 4G,Android,768,230.0,True,Li-Ion,1400,1,0.0,8,1.3,4
2126,HTC,EVO Shift 4G,Android,512,120.0,True,Li-Ion,1500,1,0.8,5,Yes,2
2127,HTC,Gratia,Android,384,120.0,True,Li-Ion,1200,1,0.6,5,No,512
2128,HTC,HD7,Microsoft,512,120.0,True,Li-Ion,1230,1,1.0,5,No,8
2129,HTC,7 Pro,Microsoft,576,190.0,True,Li-Ion,1230,1,1.0,5,No,8
2130,HTC,7 Surround,Microsoft,448,90.0,True,Li-Ion,1230,1,1.0,5,No,16
2131,HTC,7 Mozart,Microsoft,512,130.0,True,Li-Ion,1300,1,1.0,8,No,8
2132,HTC,7 Trophy,Microsoft,576,90.0,True,Li-Ion,1300,1,1.0,5,No,8
2133,HTC,Arrive,Microsoft,576,90.0,True,Li-Ion,1500,1,1.0,5,No,8
2134,HTC,Desire HD,Android,768,150.0,True,Li-Ion,1230,1,1.0,8,No,1.5
2135,HTC,Desire Z,Android,512,100.0,True,Li-Ion,1300,1,0.8,5,No,1.5
2137,HTC,Evo 4G+,Android,1,150.0,True,Li-Ion,1730,2,1.2,8,1.3,4
2138,HTC,Aria,Android,384,150.0,True,Li-Ion,1200,1,0.6,5,No,512
2141,HTC,Desire,Android,576,140.0,True,Li-Ion,1400,1,1.0,5,No,512
2142,HTC,HD mini,Microsoft,384,120.0,True,Li-Ion,1200,1,0.6,5,No,512
2143,HTC,Legend,Android,384,120.0,True,Li-Ion,1300,1,0.6,5,No,512
2145,HTC,Google Nexus One,Android,512,120.0,True,Li-Ion,1400,1,1.0,5,No,512
2147,HTC,HD2,Microsoft,448,140.0,True,Li-Ion,1230,1,1.0,5,No,512
2148,HTC,Evo 4G,Android,512,90.0,True,Li-Ion,1500,1,1.0,8,1.3,1
2151,HTC,Pure,Microsoft,288,80.0,True,Li-Ion,1100,1,0.528,5,VGA,512
2154,HTC,Hero CDMA,Android,288,80.0,True,Li-Ion,1500,1,0.528,5,No,512
2155,HTC,Hero,Android,288,100.0,True,Li-Ion,1350,1,0.528,5,No,512
2159,HTC,Magic,Android,288,90.0,True,Li-Ion,1340,1,0.528,3.15,No,512
2160,HTC,Tilt2,Microsoft,288,90.0,True,Li-Ion,1500,1,0.528,3.15,No,512
2161,HTC,Touch Pro2 CDMA,Microsoft,288,120.0,True,Li-Ion,1500,1,0.528,3.15,No,512
2162,HTC,Touch Pro2,Microsoft,288,120.0,True,Li-Ion,1500,1,0.528,3.15,VGA,512
2163,HTC,Touch Diamond2 CDMA,Microsoft,288,150.0,True,Li-Ion,1500,1,0.528,5,Yes,512
2164,HTC,Touch Diamond2,Microsoft,288,150.0,True,Li-Ion,1100,1,0.528,5,VGA,512
2165,HTC,Dream,Android,192,150.0,True,Li-Ion,1150,1,0.528,3.15,No,256
2167,HTC,MAX 4G,Microsoft,288,310.0,True,Li-Ion,1500,1,0.4,3.15,VGA,8
2168,HTC,Touch HD T8285,Microsoft,288,280.0,True,Li-Ion,1350,1,0.528,5,VGA,512
2169,HTC,Touch HD,Microsoft,288,290.0,True,Li-Ion,1350,1,0.528,5,VGA,512
2174,HTC,Touch Pro,Microsoft,288,200.0,True,Li-Ion,1340,1,0.528,3.15,VGA,512
2176,HTC,Touch Diamond,Microsoft,192,130.0,True,Li-Ion,900,1,0.528,3.15,VGA,4
2179,HTC,Touch Cruise,Microsoft,128,210.0,True,Li-Ion,1350,1,0.4,3.15,VGA,256
2180,HTC,Touch Dual,Microsoft,128,130.0,True,Li-Ion,1120,1,0.4,2,CIF,256
2182,HTC,S730,Microsoft,64,250.0,True,Li-Ion,1050,1,0.4,2,VGA,256
2183,HTC,TyTN II,Microsoft,128,140.0,True,Li-Po,1350,1,0.4,3.15,VGA,256
2209,Huawei,Honor 9,Android,4/6,500.0,False,Li-Po,3200,8,2.4,Dual,8,64
2210,Huawei,Y7 Prime,Android,3,250.0,False,Li-Ion,4000,8,1.4,12,8,32
2211,Huawei,MediaPad M3 Lite 8,Android,3,300.0,False,Li-Po,4800,8,1.4,8,8,32
2213,Huawei,MediaPad M3 Lite 10,Android,3,330.0,False,Li-Ion,6660,8,1.4,8,8,32
2214,Huawei,nova 2 plus,Android,4,380.0,False,Li-Po,3340,8,2.36,Dual,20,128
2215,Huawei,nova 2,Android,4,330.0,False,Li-Po,2950,8,2.36,Dual,20,64
2217,Huawei,MediaPad T3 8.0,Android,2,220.0,False,Li-Ion,4800,4,1.4,5,2,16
2218,Huawei,MediaPad T3 7.0,Android,1,130.0,,Li-Ion,3100,4,1.3,2,2,8
2219,Huawei,Y7,Android,2,250.0,False,Li-Ion,4000,8,1.4,12,8,16
2220,Huawei,Honor 6A,Android,2,150.0,,Li-Ion,3020,8,1.5,13,5,16
2221,Huawei,Y6 (2017),Android,2,150.0,,Li-Ion,3000,4,1.4,13,5,16
2222,Huawei,Y5 (2017),Android,2,160.0,,Li-Ion,3000,4,1.4,8,5,16
2224,Huawei,Honor 8 Pro,Android,4/6,550.0,False,Li-Po,4000,8,2.4,Dual,8,64
2227,Huawei,P10 Plus,Android,4,700.0,False,Li-Ion,3750,8,2.4,Dual,8,64
2228,Huawei,P10,Android,4,600.0,False,Li-Ion,3200,8,2.4,Dual,8,64
2229,Huawei,P10 Lite,Android,3/4,280.0,False,Li-Po,3000,8,2.36,12,8,32
2230,Huawei,P8 Lite (2017),Android,3,200.0,False,Li-Ion,3000,8,2.1,12,8,16
2231,Huawei,Honor Magic,Android,4,600.0,False,Li-Ion,2900,8,2.3,Dual,8,64
2232,Huawei,Enjoy 6s,Android,2,250.0,False,Li-Po,3020,8,1.4,13,5,16
2233,Huawei,Mate 9 Pro,Android,4,850.0,False,Li-Po,4000,8,2.4,Dual,8,64
2234,Huawei,Mate 9 Porsche Design,Android,6,1400.0,False,Li-Po,4000,8,2.4,Dual,8,256
2235,Huawei,Mate 9,Android,4,630.0,False,Li-Po,4000,8,2.4,Dual,8,64
2236,Huawei,Honor V8,Android,4,450.0,False,Li-Ion,3500,8,2.3,Dual,8,32
2238,Huawei,Enjoy 6,Android,3,200.0,False,Li-Po,4100,8,1.4,13,5,16
2239,Huawei,Honor Pad 2,Android,3,230.0,False,Li-Po,4800,8,1.2,8,2,32
2240,Huawei,Honor 6X,Android,3,210.0,False,,3340,8,2.1,Dual,8,32
2241,Huawei,Honor Holly 3,Android,2,140.0,False,Li-Ion,3100,8,1.2,13,8,16
2242,Huawei,MediaPad M3 8.4,Android,4,340.0,False,Li-Po,5100,8,2.3,8,8,64
2243,Huawei,nova plus,Android,3,420.0,False,Li-Po,3340,8,2.0,16,8,32
2244,Huawei,nova,Android,3,300.0,False,Li-Po,3020,8,2.0,12,8,32
2245,Huawei,MediaPad T2 10.0 Pro,Android,2,240.0,False,Li-Ion,6660,8,1.2,8,2,16
2246,Huawei,MediaPad T2 7.0 Pro,Android,2,230.0,False,Li-Po,4360,8,1.2,13,5,16
2248,Huawei,G9 Plus,Android,3/4,280.0,False,Li-Po,3340,8,2.0,16,8,32
2249,Huawei,Honor Note 8,Android,4,440.0,False,Li-Po,4500,8,2.5,13,5,64
2250,Huawei,Honor 8,Android,4,340.0,False,Li-Po,3000,8,2.3,Dual,8,64
2251,Huawei,Honor 5A,Android,2,120.0,,Li-Ion,2200,4,1.0,13,5,16
2253,Huawei,MediaPad M2 7.0,Android,3,250.0,False,Li-Ion,4360,8,1.5,13,5,32
2254,Huawei,Honor 5c,Android,2,170.0,False,,3000,8,2.0,13,8,16
2255,Huawei,Y3II,Android,1,80.0,True,Li-Po,2100,4,1.0,5,2,8
2256,Huawei,Y5II,Android,1,110.0,True,Li-Po,2200,4,1.3,8,2,8
2257,Huawei,P9 lite,Android,2/3,250.0,False,,3000,8,2.0,13,8,16
2258,Huawei,P9 Plus,Android,4,580.0,False,Li-Po,3400,8,2.5,Dual,8,64
2259,Huawei,P9,Android,3,400.0,False,Li-Ion,3000,8,2.5,Dual,8,32
2260,Huawei,Honor Holly 2 Plus,Android,2,140.0,False,Li-Po,4000,4,1.3,13,5,16
2261,Huawei,MediaPad M2 10.0,Android,2,310.0,False,Li-Po,6660,8,2.0,13,5,16
2263,Huawei,Enjoy 5s,Android,2,200.0,False,Li-Ion,2200,8,1.5,13,5,16
2264,Huawei,Mate 8,Android,3,430.0,False,Li-Po,4000,8,2.3,16,8,32
2265,Huawei,G7 Plus,Android,3,280.0,False,Li-Ion,3000,8,1.5,13,5,32
2266,Huawei,Honor 5X,Android,2,300.0,False,Li-Ion,3000,8,1.2,13,5,16
2267,Huawei,Y6 Pro,Android,2,190.0,False,Li-Po,4000,4,1.3,13,5,16
2268,Huawei,Nexus 6P,Android,3,450.0,False,Li-Po,3450,8,1.55,12.3,8,64
2269,Huawei,Mate S,Android,3,350.0,False,,2700,8,2.2,13,8,64
2270,Huawei,Honor 7i,Android,3,310.0,False,Li-Po,3100,8,1.7,13,13,32
2271,Huawei,Y6,Android,1/2,90.0,True,Li-Po,2200,4,1.1,8,2,8
2272,Huawei,G8,Android,2,330.0,False,,3000,8,1.5,13,5,16
2273,Huawei,Honor 7,Android,3,300.0,False,Li-Po,3100,8,2.2,20,8,64
2274,Huawei,MediaPad M2 8.0,Android,2,250.0,False,Li-Po,4800,8,2.0,8,2,16
2275,Huawei,Honor Bee,Android,1,70.0,True,Li-Ion,1730,4,1.2,8,2,8
2276,Huawei,Y560,Android,1,110.0,True,Li-Ion,2000,4,1.1,5,2,8
2277,Huawei,Y625,Android,1,130.0,True,Li-Po,2000,4,1.2,8,2,4
2278,Huawei,Honor 4C,Android,2,170.0,False,Li-Ion,2550,8,1.2,13,5,8
2279,Huawei,P8lite ALE-L04,Android,2,230.0,False,Li-Ion,2200,8,1.5,13,5,16
2280,Huawei,P8lite,Android,2,170.0,False,Li-Ion,2200,8,1.2,13,5,16
2281,Huawei,P8max,Android,3,420.0,False,Li-Po,4360,8,2.2,13,5,64
2282,Huawei,P8,Android,3,270.0,False,Li-Po,2680,8,2.0,13,8,64
2283,Huawei,SnapTo,Android,1,170.0,False,Li-Ion,2200,4,1.2,5,2,8
2284,Huawei,MediaPad X2,Android,2,370.0,False,Li-Po,5000,8,1.5,13,5,16
2285,Huawei,Y635,Android,1,140.0,True,Li-Po,2000,4,1.2,5,2,4
2286,Huawei,Y360,Android,512,90.0,True,Li-Po,1730,4,1.2,5,2,4
2287,Huawei,Ascend Y540,Android,1,110.0,True,Li-Ion,1950,2,1.3,5,VGA,4
2288,Huawei,Ascend G628,Android,1,140.0,True,Li-Ion,,8,1.7,8,2,8
2289,Huawei,Ascend Y520,Android,512,80.0,True,Li-Ion,1750,2,1.3,5,VGA,4
2290,Huawei,Ascend Y221,Android,512,130.0,True,Li-Ion,1350,2,1.0,2,No,4
2291,Huawei,Ascend GX1,Android,1,200.0,True,Li-Ion,3500,4,1.2,8,2,8
2292,Huawei,Honor 6 Plus,Android,3,320.0,False,Li-Po,3600,8,1.8,Dual,8,16GB
2293,Huawei,Ascend Mate7 Monarch,Android,3,500.0,False,Li-Po,4100,8,1.8,13,5,64
2294,Huawei,Honor 4X,Android,2,200.0,False,Li-Po,3000,8,1.2,13,5,8
2295,Huawei,Honor Holly,Android,1,100.0,True,Li-Ion,2000,4,1.3,8,2,16
2296,Huawei,MediaPad T1 10,Android,1,180.0,False,Li-Po,4800,4,1.2,5,2,8
2297,Huawei,MediaPad T1 8.0,Android,1,150.0,False,Li-Po,4800,4,1.2,5,VGA,8
2299,Huawei,Honor 4 Play,Android,1,100.0,False,Li-Ion,2000,4,1.2,8,2,8
2300,Huawei,Ascend G620s,Android,1,180.0,False,Li-Po,2000,4,1.2,8,2,8
2301,Huawei,Ascend Y550,Android,1,130.0,True,Li-Ion,2000,4,1.2,5,2,4
2304,Huawei,Ascend Mate7,Android,2,340.0,False,Li-Po,4100,8,1.8,13,5,16
2305,Huawei,Honor 3C Play,Android,1,130.0,True,Li-Ion,2000,4,1.3,8,2,16
2306,Huawei,Honor 6,Android,3,290.0,False,Li-Po,3100,8,1.7,13,5,32
2307,Huawei,Honor 3X Pro,Android,2,200.0,True,Li-Ion,3000,8,1.7,13,5,32
2308,Huawei,Honor 3C 4G,Android,1,200.0,True,Li-Ion,2300,4,1.6,8,5,8
2309,Huawei,Ascend G535,Android,1,110.0,False,Li-Ion,2000,4,1.2,5,1,8
2311,Huawei,Ascend G630,Android,1,170.0,False,Li-Ion,2000,4,1.2,8,1,4
2312,Huawei,Ascend Y330,Android,512,70.0,True,Li-Ion,1500,2,1.3,3.15,No,4
2314,Huawei,Ascend P7,Android,2,250.0,False,Li-Po,2500,4,1.8,13,8,16
2315,Huawei,Ascend P7 mini,Android,1,180.0,False,Li-Po,2000,4,1.2,8,5,8
2316,Huawei,Ascend G730,Android,1,270.0,True,Li-Ion,2300,4,1.3,5,VGA,4
2317,Huawei,Ascend Y600,Android,512,100.0,True,Li-Ion,2100,2,1.3,5,VGA,4
2319,Huawei,Ascend G6 4G,Android,1,240.0,False,Li-Ion,2000,4,1.2,8,5,8
2321,Huawei,MediaPad M1,Android,1,300.0,False,Li-Po,4800,4,1.6,5,1,8
2322,Huawei,MediaPad X1,Android,2,350.0,False,Li-Po,5000,4,1.6,13,5,16
2323,Huawei,Ascend Y530,Android,512,100.0,True,Li-Ion,1750,2,1.2,5,VGA,4
2326,Huawei,Ascend Mate2 4G,Android,2,330.0,False,Li-Ion,4050,4,1.6,13,5,16
