model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
R2001 Yoyo,1.0,200.0,1900.0,4,1.3,5.0,2.0,4.0,36,0,1,0,0
R1001 Joy,0.512,100.0,1700.0,2,1.3,3.15,0.6,4.0,36,0,1,0,0
Neo 5,1.0,140.0,1900.0,4,1.2,5.0,2.0,4.0,36,0,1,0,0
N1 mini,2.0,330.0,2140.0,4,1.6,13.0,13.0,16.0,36,0,0,0,0
R3,1.0,270.0,2410.0,4,1.6,8.0,5.0,8.0,36,0,0,0,0
Find 7,3.0,440.0,3000.0,4,2.5,13.0,5.0,32.0,36,0,1,1,2
Find 7a,2.0,370.0,2800.0,4,2.3,13.0,5.0,16.0,36,0,1,1,2
R1 R829T,1.0,300.0,2410.0,4,1.3,8.0,5.0,16.0,36,0,0,0,0
N1,2.0,430.0,3610.0,4,1.7,13.0,13.0,32.0,36,0,0,0,2
R819,1.0,250.0,2000.0,4,1.2,8.0,1.9,16.0,36,0,0,0,0
Find 5,2.0,540.0,2500.0,4,1.5,13.0,1.9,32.0,36,0,0,0,0
U705T Ulike 2,1.0,280.0,2020.0,2,1.0,8.0,5.0,16.0,36,0,0,0,0
R821T FInd Muse,0.512,290.0,1700.0,2,1.2,3.15,0.6,4.0,36,0,1,0,0
R815T Clover,1.0,100.0,1700.0,4,1.2,5.0,2.0,4.0,36,0,1,0,0
Eluga Mark 2,3.0,150.0,3000.0,8,1.3,13.0,5.0,32.0,37,0,0,0,2
P77,1.0,100.0,2000.0,4,1.0,8.0,2.0,8.0,37,0,1,1,0
Eluga Turbo,3.0,140.0,2350.0,8,1.5,13.0,5.0,32.0,37,0,0,0,0
Eluga Mark,2.0,200.0,2500.0,8,1.5,13.0,5.0,16.0,37,0,0,0,0
T45,1.0,100.0,1800.0,4,1.0,5.0,0.6,8.0,37,0,1,1,0
Eluga L 4G,1.0,190.0,2000.0,4,1.2,8.0,5.0,8.0,37,0,0,0,0
Eluga U2,2.0,220.0,2500.0,4,1.2,13.0,5.0,16.0,37,0,0,0,0
Lumix Smart Camera CM1,2.0,830.0,2600.0,4,2.3,20.1,1.1,16.0,37,0,0,0,0
Eluga A,1.0,120.0,2000.0,4,1.2,8.0,1.3,4.0,37,0,1,0,0
Eluga U,2.0,240.0,2500.0,4,1.2,13.0,2.0,16.0,37,0,0,0,0
P81,1.0,220.0,2500.0,8,1.7,13.0,2.0,8.0,37,0,0,0,0
T31,0.512,70.0,1300.0,2,1.3,3.15,0.6,4.0,37,0,1,0,0
P11,1.0,200.0,2000.0,4,1.2,8.0,2.0,4.0,37,0,1,0,0
T11,1.0,120.0,1500.0,4,1.2,5.0,0.6,4.0,37,0,1,0,0
P51,1.0,440.0,2500.0,4,1.2,8.0,1.3,4.0,37,0,0,0,0
P41,1.0,170.0,2000.0,4,1.3,8.0,2.0,8.0,37,0,1,0,0
Discover,1.0,370.0,2100.0,2,1.5,12.6,2.0,16.0,38,0,1,0,0
Vega R3 IM-A850L,2.0,550.0,2600.0,4,1.5,13.0,2.0,16.0,38,0,1,0,0
Flex  P8010,1.0,230.0,1830.0,2,1.5,8.0,2.0,8.0,38,0,1,0,0
Vega Racer 2 IM-A830L,1.0,340.0,2020.0,2,1.5,8.0,2.0,16.0,38,0,1,0,0
Burst,1.0,270.0,1650.0,2,1.5,5.0,0.6,16.0,38,0,1,0,0
Element,1.0,220.0,6400.0,2,1.5,5.0,2.0,16.0,38,0,0,0,1
MultiPhone 8500 Duo,1.0,170.0,2000.0,4,1.2,8.0,2.0,8.0,39,2,1,0,0
MultiPhone 8400 Duo,0.512,90.0,2000.0,4,1.2,8.0,0.6,4.0,39,2,1,0,0
MultiPad 4 Quantum 10.1 3G,1.0,220.0,7000.0,4,1.6,2.0,0.6,16.0,39,0,0,1,1
MultiPad 4 Quantum 9.7 Colombia,2.0,200.0,8000.0,4,1.6,5.0,2.0,16.0,39,0,0,1,1
MultiPad 4 Ultra Quad 8.0 3G,1.0,190.0,4600.0,4,1.2,5.0,2.0,16.0,39,0,0,1,2
MultiPhone 5500 Duo,0.512,160.0,2000.0,2,1.2,5.0,0.6,4.0,39,0,1,0,0
MultiPhone 3400 Duo,0.512,90.0,1500.0,2,1.2,3.15,0.6,4.0,39,0,1,0,0
MultiPhone 5430 Duo,1.0,210.0,2000.0,1,1.2,8.0,1.2,4.0,39,0,1,0,0
MultiPhone 5300 Duo,1.0,180.0,2100.0,4,1.2,8.0,1.2,4.0,39,0,1,1,0
MultiPhone 5044 Duo,1.0,200.0,2000.0,4,1.2,8.0,2.0,4.0,39,0,1,1,0
MultiPhone 5000 Duo,0.512,150.0,2200.0,2,1.2,5.0,0.6,4.0,39,0,1,1,0
MultiPhone 4505 Duo,0.512,120.0,1800.0,2,1.2,8.0,0.6,4.0,39,0,1,1,0
MultiPhone 4500 Duo,1.0,120.0,1850.0,2,1.2,8.0,0.6,4.0,39,0,1,1,0
MultiPhone 4322 Duo,0.512,120.0,1500.0,2,1.2,8.0,0.6,4.0,39,0,1,0,0
MultiPhone 4300 Duo,0.512,110.0,1500.0,1,1.0,5.0,0.6,4.0,39,0,1,1,0
MultiPhone 4055 Duo,0.512,120.0,2500.0,2,1.2,8.0,0.6,4.0,39,0,1,1,0
MultiPhone 4044 Duo,0.512,100.0,1500.0,2,1.2,8.0,0.6,4.0,39,0,1,0,0
MultiPhone 4040 Duo,0.512,100.0,1500.0,1,1.0,5.0,0.6,4.0,39,0,1,0,0
MultiPhone 3540 Duo,0.512,80.0,2000.0,1,1.0,3.15,0.6,4.0,39,0,1,0,0
Multipad 4 Quantum 10.1,1.0,220.0,7000.0,4,1.6,2.0,0.6,8.0,39,0,0,1,1
Multipad 4 Quantum 9.7,2.0,200.0,8000.0,4,1.6,2.0,2.0,8.0,39,0,0,1,1
Multipad 4 Quantum 7.85,1.0,140.0,4700.0,4,1.6,2.0,0.6,8.0,39,0,0,1,2
MultiPad Note 8.0 3G,1.0,240.0,6000.0,2,1.6,5.0,0.6,16.0,39,0,0,1,1
MultiPad 2 Pro Duo 8.0 3G,1.0,200.0,5300.0,2,1.2,5.0,2.0,16.0,39,0,0,1,2
MultiPad 10.1 Ultimate 3G,1.0,230.0,6400.0,2,1.6,2.0,2.0,16.0,39,0,0,1,1
MultiPad 10.1 Ultimate,1.0,190.0,6400.0,2,1.6,2.0,2.0,16.0,39,0,0,1,1
MultiPad 7.0 Ultra Duo,1.0,130.0,4000.0,2,1.6,2.0,0.6,8.0,39,0,0,1,2
MultiPad 7.0 Prime Duo,1.0,110.0,3200.0,2,1.5,2.0,0.6,16.0,39,0,0,1,2
MultiPad 8.0 Pro Duo,1.0,200.0,4700.0,2,1.5,0.6,0.0,8.0,39,0,0,1,2
MultiPad 7.0 Ultra + New,0.512,70.0,3200.0,1,1.0,0.6,0.0,4.0,39,0,0,1,2
MultiPad 7.0 Ultra +,0.512,70.0,3200.0,1,1.0,0.6,0.0,8.0,39,0,0,1,2
MultiPad 7.0 Ultra,0.512,130.0,3000.0,1,1.0,0.6,0.0,4.0,39,0,0,1,2
Noir E8,3.0,400.0,3500.0,8,2.0,24.0,8.0,64.0,40,0,0,1,2
Noir Z9,2.0,230.0,2000.0,4,1.2,8.0,5.0,16.0,40,0,0,1,0
Noir S1,1.0,100.0,2000.0,4,1.3,5.0,5.0,8.0,40,0,1,0,0
Noir Z8 Plus,2.0,180.0,2820.0,4,1.2,13.0,5.0,16.0,40,0,1,0,2
Noir Z8,2.0,170.0,2400.0,4,1.2,13.0,5.0,16.0,40,0,1,0,0
Noir Z7,1.0,210.0,2050.0,8,1.7,8.0,5.0,16.0,40,0,0,0,0
Noir Z5,2.0,310.0,2500.0,4,2.3,16.0,8.0,16.0,40,0,0,1,0
Noir Z6,2.0,200.0,2300.0,8,1.7,13.0,5.0,16.0,40,0,0,0,0
Galaxy J7 Max,4.0,250.0,3300.0,8,2.4,13.0,13.0,32.0,41,0,0,0,2
Galaxy J7 Pro,3.0,300.0,3600.0,8,1.6,13.0,13.0,64.0,41,0,0,0,2
Galaxy S8,4.0,700.0,3000.0,8,2.3,12.0,8.0,64.0,41,0,0,0,2
Galaxy Xcover 4,2.0,240.0,2800.0,4,1.4,13.0,5.0,16.0,41,0,1,0,2
Galaxy J1 mini prime,1.0,110.0,1500.0,4,1.5,5.0,0.6,8.0,41,0,1,0,0
Galaxy J3 Emerge,1.5,260.0,2600.0,8,1.4,5.0,2.0,16.0,41,0,1,0,0
Galaxy C7 Pro,4.0,420.0,3300.0,8,2.2,16.0,16.0,64.0,41,0,0,0,2
Galaxy A7 (2017),3.0,530.0,3600.0,8,1.9,16.0,16.0,32.0,41,0,0,0,2
Galaxy A5 (2017),3.0,430.0,3000.0,8,1.9,16.0,16.0,32.0,41,0,0,0,2
Galaxy A3 (2017),2.0,330.0,2350.0,8,1.6,13.0,8.0,16.0,41,0,0,0,0
Galaxy Grand Prime Plus,1.5,140.0,2600.0,4,1.4,8.0,5.0,8.0,41,0,1,0,0
Galaxy J2 Prime,1.5,130.0,2600.0,4,1.4,8.0,5.0,8.0,41,0,1,0,0
Galaxy A8 (2016),3.0,560.0,3300.0,8,2.1,16.0,8.0,32.0,41,0,0,0,2
Galaxy On8,3.0,300.0,3300.0,8,1.6,13.0,5.0,16.0,41,0,1,0,2
Galaxy On7 (2016),3.0,260.0,3300.0,8,2.0,13.0,8.0,32.0,41,0,0,0,2
Galaxy J5 Prime,2.0,230.0,2400.0,4,1.4,13.0,5.0,32.0,41,0,0,0,0
Galaxy J7 Prime,3.0,280.0,3300.0,8,1.6,13.0,8.0,32.0,41,0,0,0,2
Galaxy Note7 (USA),4.0,760.0,3500.0,4,2.15,12.0,5.0,64.0,41,0,0,0,2
Galaxy Note7,4.0,850.0,3500.0,8,2.3,12.0,5.0,64.0,41,0,0,0,2
Galaxy On7 Pro,2.0,180.0,3000.0,4,1.2,13.0,5.0,16.0,41,0,1,0,2
Galaxy On5 Pro,2.0,150.0,2600.0,4,1.3,8.0,5.0,16.0,41,0,1,0,0
Galaxy J Max,1.5,220.0,4000.0,4,1.5,8.0,2.0,8.0,41,0,0,0,2
Galaxy J2 Pro (2016),2.0,160.0,2600.0,4,1.5,8.0,5.0,16.0,41,0,1,0,0
Galaxy J2 (2016),1.5,150.0,2600.0,4,1.5,8.0,5.0,8.0,41,0,1,0,0
Galaxy S7 active,4.0,710.0,4000.0,4,2.15,12.0,5.0,32.0,41,0,0,0,2
Galaxy J3 Pro,2.0,150.0,2600.0,4,1.2,8.0,5.0,16.0,41,0,1,0,0
Galaxy C7,4.0,450.0,3300.0,8,2.0,16.0,8.0,64.0,41,0,0,0,2
Galaxy C5,4.0,360.0,2600.0,8,1.5,16.0,8.0,64.0,41,0,0,0,0
Galaxy A9 Pro (2016),4.0,500.0,5000.0,8,1.8,16.0,8.0,32.0,41,0,0,0,2
Galaxy J7 (2016),2.0,230.0,3300.0,8,1.6,13.0,5.0,16.0,41,0,1,0,2
Galaxy J5 (2016),2.0,190.0,3100.0,4,1.2,13.0,5.0,16.0,41,0,1,0,2
Galaxy Tab A 7.0 (2016),1.5,130.0,4000.0,4,1.3,5.0,2.0,8.0,41,0,0,0,2
Galaxy S7,4.0,500.0,3000.0,8,2.3,12.0,5.0,64.0,41,0,0,0,2
Galaxy S7 edge,4.0,570.0,3600.0,4,2.15,12.0,5.0,128.0,41,0,0,0,2
Galaxy S7 edge (USA),4.0,550.0,3600.0,4,2.15,12.0,5.0,32.0,41,0,0,0,2
Galaxy S7 (USA),4.0,460.0,3000.0,4,2.15,12.0,5.0,32.0,41,0,0,0,2
Galaxy Tab E 8.0,1.5,180.0,5000.0,4,1.3,5.0,2.0,16.0,41,0,0,0,2
Galaxy J1 (2016),1.0,130.0,2050.0,4,1.3,5.0,2.0,8.0,41,0,1,0,0
Galaxy A9 (2016),3.0,460.0,4000.0,8,1.8,13.0,8.0,32.0,41,0,0,0,2
Galaxy A7 (2016),3.0,380.0,3300.0,8,1.6,13.0,5.0,16.0,41,0,0,0,2
Galaxy A5 (2016),2.0,270.0,2900.0,8,1.6,13.0,5.0,16.0,41,0,0,0,2
Galaxy A3 (2016),1.5,200.0,2300.0,4,1.5,13.0,5.0,16.0,41,0,0,0,0
Galaxy View,2.0,640.0,5700.0,8,1.6,2.1,0.0,64.0,41,0,0,0,1
Galaxy On7,1.5,180.0,3000.0,4,1.2,13.0,5.0,8.0,41,0,1,0,2
Galaxy On5,1.5,140.0,2600.0,4,1.3,8.0,5.0,8.0,41,0,1,0,0
Galaxy Note5 (USA),4.0,540.0,3000.0,8,2.1,16.0,5.0,64.0,41,0,0,0,2
Galaxy Note5,4.0,590.0,3000.0,8,2.1,16.0,5.0,128.0,41,0,0,1,2
Galaxy Note5 Duos,4.0,600.0,3000.0,8,2.1,16.0,5.0,64.0,41,0,0,1,2
Galaxy S6 edge+ (USA),4.0,550.0,3000.0,8,2.1,16.0,5.0,64.0,41,0,0,0,2
Galaxy S6 edge+,4.0,530.0,3000.0,8,2.1,16.0,5.0,64.0,41,0,0,0,2
Galaxy S6 edge+ Duos,4.0,530.0,3000.0,8,2.1,16.0,5.0,64.0,41,0,0,0,2
Galaxy S5 Neo,2.0,350.0,2800.0,8,1.6,16.0,5.0,16.0,41,0,1,0,2
Galaxy S4 mini I9195I,1.5,190.0,1900.0,4,1.2,8.0,1.9,8.0,41,0,1,0,0
Galaxy Tab S2 9.7,3.0,520.0,5870.0,8,1.9,8.0,2.1,64.0,41,0,0,0,1
Galaxy Tab S2 8.0,3.0,440.0,4000.0,8,1.9,8.0,2.1,64.0,41,0,0,0,2
Galaxy A8 Duos,2.0,380.0,3050.0,8,1.8,16.0,5.0,32.0,41,0,0,0,2
Galaxy A8,2.0,350.0,3050.0,8,1.8,16.0,5.0,32.0,41,0,0,0,2
Galaxy J7,1.5,250.0,3000.0,8,1.4,13.0,5.0,16.0,41,0,1,0,2
Galaxy J5,1.5,160.0,2600.0,4,1.2,13.0,5.0,16.0,41,0,1,0,0
Galaxy Tab 4 10.1 (2015),1.5,280.0,6800.0,4,1.2,3.15,1.3,16.0,41,0,0,1,1
Galaxy S6 active,3.0,380.0,3500.0,8,2.1,16.0,5.0,64.0,41,0,0,0,2
Galaxy Xcover 3,1.5,220.0,2200.0,4,1.2,5.0,2.0,8.0,41,0,1,0,0
Galaxy S6 edge (USA),3.0,600.0,2600.0,8,2.1,16.0,5.0,128.0,41,0,0,0,0
Galaxy S6 (USA),3.0,410.0,2550.0,8,2.1,16.0,5.0,128.0,41,0,0,0,0
Galaxy S6 edge,3.0,420.0,2600.0,8,2.1,16.0,5.0,128.0,41,0,0,0,0
Galaxy S6 Duos,3.0,400.0,2550.0,8,2.1,16.0,5.0,128.0,41,0,0,0,0
Galaxy S6,3.0,400.0,2550.0,8,2.1,16.0,5.0,128.0,41,0,0,0,0
Galaxy J1,0.512,110.0,1850.0,2,1.2,5.0,2.0,4.0,41,0,1,0,0
Galaxy J2,1.0,150.0,2000.0,4,1.3,5.0,2.0,8.0,41,0,1,0,0
Galaxy Tab 3 Lite 7.0 VE,1.0,120.0,3600.0,4,1.3,2.0,0.0,8.0,41,0,0,0,2
Galaxy A7 Duos,2.0,300.0,2600.0,8,1.5,13.0,5.0,16.0,41,0,0,0,0
Galaxy A7,2.0,300.0,2600.0,8,1.5,13.0,5.0,16.0,41,0,0,0,0
Galaxy Grand Max,1.5,260.0,2500.0,4,1.2,13.0,5.0,16.0,41,0,1,0,0
Galaxy E7,2.0,230.0,2950.0,4,1.2,13.0,5.0,16.0,41,0,0,0,2
Galaxy E5,1.5,200.0,2400.0,4,1.2,8.0,5.0,16.0,41,0,0,0,0
Galaxy Core Prime,1.0,150.0,2000.0,4,1.2,5.0,2.0,8.0,41,0,1,0,0
Galaxy A5 Duos,2.0,290.0,2300.0,4,1.2,13.0,5.0,16.0,41,0,0,0,0
Galaxy A5,2.0,260.0,2300.0,4,1.2,13.0,5.0,16.0,41,0,0,0,0
Galaxy A3 Duos,1.0,230.0,1900.0,4,1.2,8.0,5.0,16.0,41,0,0,0,0
Galaxy S5 Plus,2.0,380.0,2800.0,4,2.5,16.0,2.0,32.0,41,0,1,0,2
Galaxy Pocket 2,0.512,100.0,1200.0,1,1.0,2.0,0.0,4.0,41,0,1,0,0
Galaxy Grand Prime Duos TV,1.0,150.0,2600.0,4,1.2,8.0,5.0,8.0,41,0,1,0,0
Galaxy Grand Prime,1.0,140.0,2600.0,4,1.2,8.0,5.0,8.0,41,0,1,0,0
Galaxy Ace Style LTE G357,1.0,200.0,1900.0,4,1.2,5.0,1.3,8.0,41,0,1,0,0
Galaxy Note Edge,3.0,400.0,3000.0,4,2.7,16.0,3.7,64.0,41,0,1,0,2
Galaxy Note 4 Duos,3.0,500.0,3000.0,4,2.7,16.0,3.7,16.0,41,0,1,0,2
Galaxy Note 4 (USA),3.0,550.0,3220.0,4,2.7,16.0,3.7,32.0,41,0,1,0,2
Galaxy Note 4,3.0,440.0,3220.0,4,2.7,16.0,3.7,32.0,41,0,1,0,2
Galaxy Tab Active LTE,1.5,600.0,4450.0,4,1.2,3.15,1.2,16.0,41,0,1,0,2
Galaxy Tab Active,1.5,500.0,4450.0,4,1.2,3.15,1.2,16.0,41,0,1,0,2
Galaxy Mega 2,1.5,340.0,2800.0,4,1.5,8.0,2.1,16.0,41,0,1,0,2
Galaxy S5 LTE-A G901F,2.0,390.0,2800.0,4,2.5,16.0,2.0,32.0,41,0,1,0,2
Galaxy Alpha (S801),2.0,450.0,1860.0,4,2.5,12.0,2.1,32.0,41,0,1,0,0
Galaxy Alpha,2.0,390.0,1860.0,8,1.8,12.0,2.1,32.0,41,0,1,0,0
Galaxy Avant,1.5,160.0,2100.0,4,1.2,5.0,0.6,16.0,41,0,1,0,0
Galaxy S5 mini,1.5,220.0,2100.0,4,1.4,8.0,2.1,16.0,41,0,1,0,0
Galaxy S5 Sport,2.0,500.0,2800.0,4,2.5,16.0,2.0,16.0,41,0,1,0,2
Galaxy S5 LTE-A G906S,3.0,550.0,2800.0,4,2.5,16.0,2.0,32.0,41,0,1,0,2
Galaxy Tab S 8.4 LTE,3.0,370.0,4900.0,4,2.3,8.0,2.1,32.0,41,0,0,0,2
Galaxy Tab S 8.4,3.0,300.0,4900.0,8,1.9,8.0,2.1,32.0,41,0,0,0,2
Galaxy Tab S 10.5 LTE,3.0,440.0,7900.0,4,2.3,8.0,2.1,32.0,41,0,0,0,1
Galaxy Tab S 10.5,3.0,370.0,7900.0,8,1.9,8.0,2.1,32.0,41,0,0,0,1
I9301I Galaxy S3 Neo,1.5,270.0,2100.0,4,1.4,8.0,1.9,16.0,41,0,1,0,0
Galaxy S5 Active,2.0,530.0,2800.0,4,2.5,16.0,2.0,16.0,41,0,1,0,2
Galaxy K zoom,2.0,440.0,2430.0,6,1.3,20.7,2.0,8.0,41,0,1,0,0
I9300I Galaxy S3 Neo,1.5,300.0,2100.0,4,1.4,8.0,1.9,16.0,41,0,1,0,0
ATIV SE,2.0,440.0,2600.0,4,2.3,13.0,2.0,16.0,41,2,1,0,0
Galaxy Tab 4 7.0 3G,1.5,240.0,4000.0,4,1.2,3.15,1.3,16.0,41,0,0,1,2
Galaxy Tab 4 7.0 LTE,1.5,280.0,4000.0,4,1.2,3.15,1.3,16.0,41,0,0,1,2
Galaxy Tab 4 8.0,1.5,270.0,4450.0,4,1.2,3.15,1.3,16.0,41,0,0,1,2
Galaxy Tab 4 10.1,1.5,270.0,6800.0,4,1.2,3.15,1.3,16.0,41,0,0,1,1
Galaxy S5 Duos,2.0,420.0,2800.0,4,2.5,16.0,2.0,16.0,41,0,1,0,2
Galaxy S5 (octa-core),2.0,380.0,2800.0,8,1.9,16.0,2.0,32.0,41,0,1,0,2
Galaxy S5 (USA),2.0,480.0,2800.0,4,2.5,16.0,2.0,16.0,41,0,1,0,2
Galaxy S5,2.0,360.0,2800.0,4,2.5,16.0,2.0,32.0,41,0,1,0,2
Galaxy Star Trios S5283,0.512,120.0,1300.0,1,1.0,2.0,0.0,4.0,41,0,1,0,0
Galaxy Note 3 Neo Duos,2.0,410.0,3100.0,4,1.6,8.0,2.0,16.0,41,0,1,0,2
Galaxy Note 3 Neo,2.0,320.0,3100.0,6,1.3,8.0,2.0,16.0,41,0,1,0,2
Galaxy Tab 3 Lite 7.0 3G,1.0,190.0,3600.0,2,1.2,2.0,0.0,8.0,41,0,0,0,2
Galaxy Tab 3 Lite 7.0,1.0,150.0,3600.0,2,1.2,2.0,0.0,8.0,41,0,0,0,2
Galaxy Grand Neo,1.0,130.0,2100.0,4,1.2,5.0,0.6,16.0,41,0,1,0,0
Galaxy Note Pro 12.2 LTE,3.0,670.0,9500.0,4,2.3,8.0,2.0,64.0,41,0,0,0,1
Galaxy Note Pro 12.2 3G,3.0,640.0,9500.0,8,1.9,8.0,2.0,64.0,41,0,0,0,1
Galaxy Note Pro 12.2,3.0,540.0,9500.0,8,1.9,8.0,2.0,64.0,41,0,0,0,1
Galaxy Tab Pro 12.2 LTE,3.0,500.0,9500.0,4,2.3,8.0,2.0,64.0,41,0,0,0,1
Galaxy Tab Pro 12.2 3G,3.0,470.0,9500.0,8,1.9,8.0,2.0,64.0,41,0,0,0,1
Galaxy Tab Pro 12.2,3.0,420.0,9500.0,8,1.9,8.0,2.0,64.0,41,0,0,1,1
Galaxy Tab Pro 10.1 LTE,2.0,420.0,8220.0,4,2.3,8.0,2.0,32.0,41,0,0,0,1
Galaxy Tab Pro 10.1,2.0,360.0,8220.0,8,1.9,8.0,2.0,32.0,41,0,0,0,1
Galaxy Tab Pro 8.4 3G/LTE,2.0,420.0,4800.0,4,2.3,8.0,2.0,32.0,41,0,0,0,2
Galaxy Tab Pro 8.4,2.0,290.0,4800.0,4,2.3,8.0,2.0,32.0,41,0,0,0,2
Galaxy S4 Active LTE-A,2.0,410.0,2600.0,4,2.3,13.0,2.0,32.0,41,0,1,0,0
Galaxy J,3.0,450.0,2600.0,4,2.3,13.0,2.0,16.0,41,0,1,0,0
Galaxy S Duos 2 S7582,0.768,130.0,1500.0,2,1.2,5.0,0.6,4.0,41,0,1,0,0
Galaxy Grand 2,1.5,180.0,2600.0,4,1.2,8.0,1.9,8.0,41,0,1,0,0
I9230 Galaxy Golden,1.5,590.0,1820.0,2,1.7,8.0,1.9,16.0,41,0,1,0,0
Galaxy Express 2,1.5,210.0,2100.0,2,1.7,5.0,0.6,8.0,41,0,1,0,0
I9506 Galaxy S4,2.0,390.0,2600.0,4,2.3,13.0,2.0,32.0,41,0,1,0,0
Galaxy Round G910S,3.0,680.0,2800.0,4,2.3,13.0,2.0,32.0,41,0,1,0,2
Galaxy Note 10.1 (2014 Edition),3.0,370.0,8220.0,4,2.3,8.0,2.0,64.0,41,0,0,1,1
Galaxy Note 3,3.0,420.0,3200.0,4,2.3,13.0,2.0,64.0,41,0,1,0,2
Galaxy Prevail 2,0.512,140.0,1750.0,1,1.4,5.0,1.3,4.0,41,0,1,0,0
Galaxy S4 zoom,1.5,280.0,2330.0,2,1.5,16.0,1.9,8.0,41,0,1,0,0
I9190 Galaxy S4 mini,1.5,230.0,1900.0,2,1.7,8.0,1.9,8.0,41,0,1,0,0
I9295 Galaxy S4 Active,2.0,310.0,2600.0,4,1.9,8.0,2.0,16.0,41,0,1,0,0
Galaxy Tab 3 8.0,1.5,270.0,4450.0,2,1.5,5.0,1.3,32.0,41,0,0,0,2
Galaxy Tab 3 10.1 P5220,1.0,290.0,6800.0,2,1.6,3.15,1.3,32.0,41,0,0,1,1
Galaxy Tab 3 10.1 P5200,1.0,330.0,6800.0,2,1.6,3.15,1.3,32.0,41,0,0,1,1
Galaxy Tab 3 10.1 P5210,1.0,260.0,6800.0,2,1.6,3.15,1.3,32.0,41,0,0,1,1
Galaxy Exhibit T599,1.0,90.0,1500.0,1,1.0,5.0,1.9,4.0,41,0,1,0,0
Galaxy Core I8260,1.0,160.0,1800.0,2,1.2,5.0,0.6,8.0,41,0,1,0,0
Galaxy Tab 3 7.0 WiFi,1.0,140.0,4000.0,2,1.2,3.15,1.3,16.0,41,0,0,0,2
Galaxy Tab 3 7.0,1.0,150.0,4000.0,2,1.2,3.15,1.3,16.0,41,0,0,0,2
Galaxy Mega 6.3 I9200,1.5,300.0,3200.0,2,1.7,8.0,1.9,16.0,41,0,1,0,2
Galaxy Win I8550,1.0,170.0,2000.0,4,1.2,5.0,0.6,8.0,41,0,1,0,0
Galaxy Star S5280,0.512,70.0,1200.0,1,1.0,2.0,0.0,4.0,41,0,1,0,0
I9505 Galaxy S4,2.0,330.0,2600.0,4,1.9,13.0,2.0,64.0,41,0,1,0,0
I9500 Galaxy S4,2.0,320.0,2600.0,8,1.6,13.0,2.0,64.0,41,0,1,0,0
I9502 Galaxy S4,2.0,460.0,2600.0,8,1.6,13.0,2.0,64.0,41,0,1,0,0
Galaxy S4 CDMA,2.0,440.0,2600.0,4,1.9,13.0,2.0,16.0,41,0,1,0,0
Galaxy Note 8.0,2.0,320.0,4600.0,4,1.6,5.0,1.3,32.0,41,0,0,0,2
Galaxy Note 8.0 Wi-Fi,2.0,280.0,4600.0,4,1.6,5.0,1.3,32.0,41,0,0,0,2
Galaxy Young S6310,0.768,90.0,1300.0,1,1.0,3.15,0.0,4.0,41,0,1,0,0
Galaxy Fame S6810,0.512,120.0,1300.0,1,1.0,5.0,0.6,4.0,41,0,1,0,0
Galaxy Express I8730,1.0,180.0,2000.0,2,1.2,5.0,1.3,8.0,41,0,1,0,0
S7710 Galaxy Xcover 2,1.0,190.0,1700.0,2,1.0,5.0,0.6,4.0,41,0,1,0,0
