brand,model,OS,RAM,approx_price_EUR,battery_removable,battery_type,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb
Samsung,Galaxy A3,Android,1,190.0,False,Li-Ion,1900,4,1.2,8,5,16
Samsung,Galaxy S5 Plus,Android,2,380.0,True,Li-Ion,2800,4,2.5,16,2,32
Samsung,Galaxy Pocket 2,Android,512,100.0,True,Li-Ion,1200,1,1.0,2,No,4
Samsung,Galaxy Grand Prime Duos TV,Android,1,150.0,True,Li-Ion,2600,4,1.2,8,5,8
Samsung,Galaxy Grand Prime,Android,1,140.0,True,Li-Ion,2600,4,1.2,8,5,8
Samsung,Galaxy Ace Style LTE G357,Android,1,200.0,True,Li-Ion,1900,4,1.2,5,1.3,8
Samsung,Galaxy Note Edge,Android,3,400.0,True,Li-Ion,3000,4,2.7,16,3.7,64
Samsung,Galaxy Note 4 Duos,Android,3,500.0,True,Li-Ion,3000,4,2.7,16,3.7,16
Samsung,Galaxy Note 4 (USA),Android,3,550.0,True,Li-Ion,3220,4,2.7,16,3.7,32
Samsung,Galaxy Note 4,Android,3,440.0,True,Li-Ion,3220,4,2.7,16,3.7,32
Samsung,Galaxy Tab Active LTE,Android,1.5,600.0,True,Li-Ion,4450,4,1.2,3.15,1.2,16
Samsung,Galaxy Tab Active,Android,1.5,500.0,True,Li-Ion,4450,4,1.2,3.15,1.2,16
Samsung,Galaxy Mega 2,Android,1.5,340.0,True,Li-Ion,2800,4,1.5,8,2.1,16
Samsung,Gear 2,Tizen-based,512,230.0,False,Li-Ion,300,2,1.0,2,No,4
Samsung,Galaxy S5 LTE-A G901F,Android,2,390.0,True,Li-Ion,2800,4,2.5,16,2,32
Samsung,Galaxy Alpha (S801),Android,2,450.0,True,Li-Ion,1860,4,2.5,12,2.1,32
Samsung,Galaxy Alpha,Android,2,390.0,True,Li-Ion,1860,8,1.8,12,2.1,32
Samsung,Galaxy Avant,Android,1.5,160.0,True,Li-Ion,2100,4,1.2,5,VGA,16
Samsung,Galaxy S5 mini,Android,1.5,220.0,True,Li-Ion,2100,4,1.4,8,2.1,16
Samsung,Galaxy S5 Sport,Android,2,500.0,True,Li-Ion,2800,4,2.5,16,2,16
Samsung,Galaxy S5 LTE-A G906S,Android,3,550.0,True,Li-Ion,2800,4,2.5,16,2,32
Samsung,Galaxy Tab S 8.4 LTE,Android,3,370.0,False,Li-Ion,4900,4,2.3,8,2.1,32
Samsung,Galaxy Tab S 8.4,Android,3,300.0,False,Li-Ion,4900,8,1.9,8,2.1,32
Samsung,Galaxy Tab S 10.5 LTE,Android,3,440.0,False,Li-Ion,7900,4,2.3,8,2.1,32
Samsung,Galaxy Tab S 10.5,Android,3,370.0,False,Li-Ion,7900,8,1.9,8,2.1,32
Samsung,I9301I Galaxy S3 Neo,Android,1.5,270.0,True,Li-Ion,2100,4,1.4,8,1.9,16
Samsung,Galaxy S5 Active,Android,2,530.0,True,Li-Ion,2800,4,2.5,16,2,16
Samsung,Galaxy K zoom,Android,2,440.0,True,Li-Ion,2430,6,1.3,20.7,2,8
Samsung,I9300I Galaxy S3 Neo,Android,1.5,300.0,True,Li-Ion,2100,4,1.4,8,1.9,16
Samsung,ATIV SE,Microsoft,2,440.0,True,Li-Ion,2600,4,2.3,13,2,16
Samsung,Galaxy Tab 4 7.0 3G,Android,1.5,240.0,False,Li-Po,4000,4,1.2,3.15,1.3,8
Samsung,Galaxy Tab 4 7.0 LTE,Android,1.5,280.0,False,Li-Po,4000,4,1.2,3.15,1.3,8
Samsung,Galaxy Tab 4 8.0,Android,1.5,270.0,False,Li-Po,4450,4,1.2,3.15,1.3,16
Samsung,Galaxy Tab 4 10.1,Android,1.5,270.0,False,Li-Po,6800,4,1.2,3.15,1.3,16
Samsung,Galaxy S5 Duos,Android,2,420.0,True,Li-Ion,2800,4,2.5,16,2,16
Samsung,Galaxy S5 (octa-core),Android,2,380.0,True,Li-Ion,2800,8,1.9,16,2,32
Samsung,Galaxy S5 (USA),Android,2,480.0,True,Li-Ion,2800,4,2.5,16,2,16
Samsung,Galaxy S5,Android,2,360.0,True,Li-Ion,2800,4,2.5,16,2,32
Samsung,Galaxy Star Trios S5283,Android,512,120.0,True,Li-Ion,1300,1,1.0,2,No,4
Samsung,Galaxy Note 3 Neo Duos,Android,2,410.0,True,Li-Ion,3100,4,1.6,8,2,16
Samsung,Galaxy Note 3 Neo,Android,2,320.0,True,Li-Ion,3100,6,1.3,8,2,16
Samsung,Galaxy Tab 3 Lite 7.0 3G,Android,1,190.0,False,Li-Ion,3600,2,1.2,2,No,8
Samsung,Galaxy Tab 3 Lite 7.0,Android,1,150.0,False,Li-Ion,3600,2,1.2,2,No,8
Samsung,Galaxy Grand Neo,Android,1,130.0,True,Li-Ion,2100,4,1.2,5,VGA/,8
Samsung,Galaxy Note Pro 12.2 LTE,Android,3,670.0,False,Li-Ion,9500,4,2.3,8,2,64
Samsung,Galaxy Note Pro 12.2 3G,Android,3,640.0,False,Li-Ion,9500,8,1.9,8,2,64
Samsung,Galaxy Note Pro 12.2,Android,3,540.0,False,Li-Ion,9500,8,1.9,8,2,64
Samsung,Galaxy Tab Pro 12.2 LTE,Android,3,500.0,False,Li-Ion,9500,4,2.3,8,2,64
Samsung,Galaxy Tab Pro 12.2 3G,Android,3,470.0,False,Li-Ion,9500,8,1.9,8,2,64
Samsung,Galaxy Tab Pro 12.2,Android,3,420.0,False,Li-Po,9500,8,1.9,8,2,64
Samsung,Galaxy Tab Pro 10.1 LTE,Android,2,420.0,False,Li-Ion,8220,4,2.3,8,2,32
Samsung,Galaxy Tab Pro 10.1,Android,2,360.0,False,Li-Ion,8220,8,1.9,8,2,32
Samsung,Galaxy Tab Pro 8.4 3G/LTE,Android,2,420.0,False,Li-Ion,4800,4,2.3,8,2,32
Samsung,Galaxy Tab Pro 8.4,Android,2,290.0,False,Li-Ion,4800,4,2.3,8,2,32
Samsung,Galaxy S4 Active LTE-A,Android,2,410.0,True,Li-Ion,2600,4,2.3,13,2,32
Samsung,Galaxy J,Android,3,450.0,True,Li-Ion,2600,4,2.3,13,2,16
Samsung,Galaxy S Duos 2 S7582,Android,768,130.0,True,Li-Ion,1500,2,1.2,5,VGA,4
Samsung,Galaxy Grand 2,Android,1.5,180.0,True,Li-Ion,2600,4,1.2,8,1.9,8
Samsung,I9230 Galaxy Golden,Android,1.5,590.0,True,Li-Ion,1820,2,1.7,8,1.9,16
Samsung,Galaxy Express 2,Android,1.5,210.0,True,Li-Ion,2100,2,1.7,5,VGA,8
Samsung,I9506 Galaxy S4,Android,2,390.0,True,Li-Ion,2600,4,2.3,13,2,32
Samsung,Galaxy Round G910S,Android,3,680.0,True,Li-Ion,2800,4,2.3,13,2,32
Samsung,Galaxy Note 10.1 (2014 Edition),Android,3,370.0,False,Li-Po,8220,4,2.3,8,2,64
Samsung,Galaxy Note 3,Android,3,420.0,True,Li-Ion,3200,4,2.3,13,2,64
Samsung,Galaxy Prevail 2,Android,512,140.0,True,Li-Ion,1750,1,1.4,5,1.3,4
Samsung,Galaxy S4 zoom,Android,1.5,280.0,True,Li-Ion,2330,2,1.5,16,1.9,8
Samsung,Galaxy Ace 3,Android,1,130.0,True,Li-Ion,1500,2,1.0,5,VGA,4
Samsung,I9190 Galaxy S4 mini,Android,1.5,230.0,True,Li-Ion,1900,2,1.7,8,1.9,8
Samsung,I9295 Galaxy S4 Active,Android,2,310.0,True,Li-Ion,2600,4,1.9,8,2,16
Samsung,Galaxy Tab 3 8.0,Android,1.5,270.0,False,Li-Ion,4450,2,1.5,5,1.3,32
Samsung,Galaxy Tab 3 10.1 P5220,Android,1,290.0,False,Li-Po,6800,2,1.6,3.15,1.3,32
Samsung,Galaxy Tab 3 10.1 P5200,Android,1,330.0,False,Li-Po,6800,2,1.6,3.15,1.3,32
Samsung,Galaxy Tab 3 10.1 P5210,Android,1,260.0,False,Li-Po,6800,2,1.6,3.15,1.3,32
Samsung,Galaxy Exhibit T599,Android,1,90.0,True,Li-Ion,1500,1,1.0,5,1.9,4
Samsung,Galaxy Core I8260,Android,1,160.0,True,Li-Ion,1800,2,1.2,5,VGA,8
Samsung,Galaxy Tab 3 7.0 WiFi,Android,1,140.0,False,Li-Ion,4000,2,1.2,3.15,1.3,8
Samsung,Galaxy Tab 3 7.0,Android,1,150.0,False,Li-Ion,4000,2,1.2,3.15,1.3,8
Samsung,Galaxy Mega 6.3 I9200,Android,1.5,300.0,True,Li-Ion,3200,2,1.7,8,1.9,8
Samsung,Galaxy Win I8550,Android,1,170.0,True,Li-Ion,2000,4,1.2,5,VGA,8
Samsung,Galaxy Star S5280,Android,512,70.0,True,Li-Ion,1200,1,1.0,2,No,4
Samsung,I9505 Galaxy S4,Android,2,330.0,True,Li-Ion,2600,4,1.9,13,2,64
Samsung,I9500 Galaxy S4,Android,2,320.0,True,Li-Ion,2600,8,1.6,13,2,64
Samsung,I9502 Galaxy S4,Android,2,460.0,True,Li-Ion,2600,8,1.6,13,2,64
Samsung,Galaxy S4 CDMA,Android,2,440.0,True,Li-Ion,2600,4,1.9,13,2,16
Samsung,Galaxy Note 8.0,Android,2,320.0,False,Li-Ion,4600,4,1.6,5,1.3,32
Samsung,Galaxy Note 8.0 Wi-Fi,Android,2,280.0,False,Li-Ion,4600,4,1.6,5,1.3,32
Samsung,Galaxy Young S6310,Android,768,90.0,True,Li-Ion,1300,1,1.0,3.15,No,4
Samsung,Galaxy Fame S6810,Android,512,120.0,True,Li-Ion,1300,1,1.0,5,VGA,4
Samsung,Galaxy Express I8730,Android,1,180.0,True,Li-Ion,2000,2,1.2,5,1.3,8
Samsung,S7710 Galaxy Xcover 2,Android,1,190.0,True,Li-Ion,1700,2,1.0,5,VGA,4
Samsung,I9105 Galaxy S II Plus,Android,1,210.0,True,Li-Ion,1650,2,1.2,8,2,8
Samsung,Ativ Odyssey I930,Microsoft,1,200.0,True,Li-Ion,2100,2,1.5,5,1.2,8
Samsung,Galaxy Grand I9082,Android,1,180.0,True,Li-Ion,2100,2,1.2,8,2,8
Samsung,Galaxy Grand I9080,Android,1,210.0,True,Li-Ion,2100,2,1.2,8,2,8
Samsung,Galaxy Note LTE 10.1 N8020,Android,2,390.0,False,Li-Ion,7000,4,1.4,5,1.9,64
Samsung,Galaxy Stratosphere II I415,Android,1,170.0,True,Li-Ion,1800,2,1.2,5,1.3,8
Samsung,Galaxy Discover S730M,Android,512,80.0,True,Li-Ion,1300,1,0.8,3.15,No,4
Samsung,Galaxy Pop SHV-E220,Android,1,110.0,True,Li-Ion,2100,4,1.4,8,1.9,8
Samsung,Galaxy Premier I9260,Android,1,260.0,True,Li-Ion,2100,2,1.5,8,1.9,8
Samsung,Google Nexus 10 P8110,Android,2,260.0,False,Li-Po,9000,2,1.7,5,1.9,32
Samsung,Ativ Tab P8510,Microsoft,2,440.0,False,Li-Ion,8200,2,1.5,5,1.9,64
Samsung,I8190 Galaxy S III mini,Android,1,130.0,True,Li-Ion,1500,1,1.0,5,VGA,8
Samsung,Galaxy Rugby Pro I547,Android,1,150.0,True,Li-Ion,1850,2,1.5,5,1.3,8
Samsung,Galaxy Express I437,Android,1,160.0,True,Li-Ion,2000,2,1.5,5,1.3,8
Samsung,I9305 Galaxy S III,Android,2,320.0,True,Li-Ion,2100,4,1.4,8,1.9,16
Samsung,Galaxy Victory 4G LTE L300,Android,1,150.0,True,Li-Ion,2100,2,1.2,5,1.3,4
Samsung,Galaxy S Relay 4G T699,Android,1,150.0,True,Li-Ion,1800,2,1.5,5,1.3MP,8
Samsung,Galaxy Note II N7100,Android,2,300.0,True,Li-Ion,3100,4,1.6,8,1.9,64
Samsung,Galaxy Note II CDMA,Android,2,350.0,True,Li-Ion,3100,4,1.6,8,1.9,16
Samsung,Ativ S I8750,Microsoft,1,220.0,True,Li-Ion,2300,2,1.5,8,1.9,32
Samsung,Galaxy Camera GC100,Android,1,250.0,True,Li-Ion,1650,4,1.4,16.3,No,4
Samsung,Galaxy Rush M830,Android,768,100.0,True,Li-Ion,1750,1,1.0,3.15,1.3,2
Samsung,Galaxy Stellar 4G I200,Android,1,150.0,True,Li-Ion,2100,2,1.2,3.15,1.3,4
Samsung,Galaxy Reverb M950,Android,768,150.0,True,Li-Ion,1700,1,1.4,5,1.3,4
Samsung,Galaxy Tab 2 7.0 I705,Android,1,200.0,False,Li-Ion,4000,2,1.2,3.15,VGA,8
Samsung,Galaxy Note 10.1 N8000,Android,2,320.0,False,Li-Ion,7000,4,1.4,5,1.9,64
Samsung,Galaxy Note 10.1 N8010,Android,2,350.0,False,Li-Ion,7000,4,1.4,5,1.9,64
Samsung,Galaxy S Duos S7562,Android,768,110.0,True,Li-Ion,1500,1,1.0,5,VGA,4
Samsung,Galaxy Appeal I827,Android,512,120.0,True,Li-Ion,1300,1,0.8,3.15,No,4
Samsung,Galaxy Tab 8.9 4G P7320T,Android,1,220.0,False,Li-Po,6100,2,1.5,3.15,2,32
Samsung,Galaxy S III T999,Android,2,310.0,True,Li-Ion,2100,2,1.5,8,1.9,32
Samsung,Galaxy S III I747,Android,2,300.0,True,Li-Ion,2100,2,1.5,8,1.9,16
Samsung,Galaxy S III CDMA,Android,2,280.0,True,Li-Ion,2100,2,1.5,8,1.9,32
Samsung,I9300 Galaxy S III,Android,1,190.0,True,Li-Ion,2100,4,1.4,8,1.9,64
Samsung,I8530 Galaxy Beam,Android,768,240.0,True,Li-Ion,2000,2,1.0,5,1.3,8
Samsung,Galaxy Tab 2 10.1 P5110,Android,1,290.0,False,Li-Po,7000,2,1.0,3.15,VGA,8
Samsung,Galaxy Tab 2 10.1 P5100,Android,1,290.0,False,Li-Po,7000,2,1.0,3.15,VGA,32
Samsung,Rugby Smart I847,Android,512,170.0,True,Li-Ion,1650,1,1.4,5,1.3,4
Samsung,Galaxy Ace 2 I8160,Android,768,130.0,True,Li-Ion,1500,2,0.8,5,VGA,4
Samsung,Galaxy mini 2 S6500,Android,512,90.0,True,Li-Ion,1300,1,0.8,3.15,No,4
Samsung,Galaxy Pop Plus S5570i,Android,384,100.0,True,Li-Ion,1200,1,0.8320000000000001,3.15,No,160
Samsung,Galaxy Tab 2 7.0 P3110,Android,1,150.0,False,Li-Ion,4000,2,1.0,3.15,VGA,8
Samsung,Galaxy Tab 2 7.0 P3100,Android,1,150.0,False,Li-Ion,4000,2,1.0,3.15,VGA,8
Samsung,I9070 Galaxy S Advance,Android,768,150.0,True,Li-Ion,1500,2,1.0,5,1.3,8
Samsung,Galaxy Nexus I9250M,Android,1,240.0,True,Li-Ion,1750,2,1.2,5,1.3,16
Samsung,Galaxy S Blaze 4G T769,Android,1,140.0,True,Li-Ion,1750,2,1.5,5,1.3,3
Samsung,Galaxy Tab 7.7 LTE I815,Android,1,280.0,False,Li-Ion,5100,2,1.4,3.15,2,32
Samsung,Galaxy Note T879,Android,1,350.0,True,Li-Ion,2500,2,1.5,8,2,16
Samsung,Galaxy Note I717,Android,1,350.0,True,Li-Ion,2500,2,1.5,8,2,16
Samsung,Galaxy Ace Plus S7500,Android,512,120.0,True,Li-Ion,1300,1,1.0,5,No,3
Samsung,I929 Galaxy S II Duos,Android,1,190.0,True,Li-Ion,1800,2,1.2,8,2,16
Samsung,I110 Illusion,Android,512,70.0,True,Li-Ion,1500,1,1.0,3.15,Yes,2
Samsung,Galaxy S II Skyrocket i727,Android,1,180.0,True,Li-Ion,1850,2,1.5,8,2,16
Samsung,Exhibit II 4G T679,Android,512,100.0,True,Li-Ion,1500,1,1.0,3.15,VGA,1
Samsung,Galaxy Nexus i515,Android,1,150.0,True,Li-Ion,1850,2,1.2,5,1.3,32
Samsung,Galaxy Nexus I9250,Android,1,180.0,True,Li-Ion,1750,2,1.2,5,1.3,16
Samsung,I9100G Galaxy S II,Android,1,220.0,True,Li-Ion,1650,2,1.2,8,2,16
Samsung,i927 Captivate Glide,Android,1,110.0,True,Li-Ion,1650,2,1.0,8,1.3,8
Samsung,DoubleTime I857,Android,256,70.0,True,Li-Ion,1200,1,0.8,3.15,No,260
Samsung,P6210 Galaxy Tab 7.0 Plus,Android,1,260.0,False,Li-Ion,4000,2,1.2,3.15,2,32
Samsung,P6200 Galaxy Tab 7.0 Plus,Android,1,260.0,False,Li-Ion,4000,2,1.2,3.15,2,32
Samsung,Omnia W I8350,Microsoft,512,150.0,True,Li-Ion,1500,1,1.4,5,VGA,8
Samsung,Galaxy S II HD LTE,Android,1,180.0,True,Li-Ion,1850,2,1.5,8,2,16
Samsung,P6810 Galaxy Tab 7.7,Android,1,280.0,False,Li-Po,5100,2,1.4,3.15,2,64
Samsung,P6800 Galaxy Tab 7.7,Android,1,280.0,False,Li-Po,5100,2,1.4,3.15,2,64
Samsung,Galaxy Note N7000,Android,1,270.0,True,Li-Ion,2500,2,1.4,8,2,32
Samsung,Galaxy S II I777,Android,1,170.0,True,Li-Ion,1650,2,1.2,8,2,32
Samsung,Galaxy S II X T989D,Android,1,180.0,True,Li-Ion,,2,1.5,8,2,16
Samsung,Galaxy S II T989,Android,1,160.0,True,Li-Ion,1850,2,1.5,8,2,32
Samsung,Galaxy S II Epic 4G Touch,Android,1,130.0,True,Li-Ion,1800,2,1.2,8,2,16
Samsung,Galaxy S II LTE i727R,Android,1,160.0,True,Li-Ion,1850,2,1.5,8,2,16
Samsung,Galaxy S II LTE I9210,Android,1,200.0,True,Li-Ion,1850,2,1.5,8,2,16
Samsung,Galaxy W I8150,Android,512,160.0,True,Li-Ion,1500,1,1.4,5,VGA,2
Samsung,Galaxy S II 4G I9100M,Android,1,260.0,True,Li-Ion,1700,2,1.2,8,2,16
Samsung,I9103 Galaxy R,Android,1,200.0,True,Li-Ion,1650,2,1.0,5,1.3,8
Samsung,Exhibit 4G,Android,512,200.0,True,Li-Ion,1500,1,1.0,3.15,VGA,1
Samsung,I9001 Galaxy S Plus,Android,512,230.0,True,Li-Ion,1650,1,1.4,5,VGA,8
Samsung,Google Nexus S I9020A,Android,512,270.0,True,Li-Ion,1500,1,1.0,5,VGA,16
Samsung,P1010 Galaxy Tab Wi-Fi,Android,592,150.0,False,Li-Po,4000,1,1.0,3.15,1.3,16
Samsung,P7500 Galaxy Tab 10.1 3G,Android,1,370.0,False,Li-Po,7000,2,1.0,3.15,2,64
Samsung,Galaxy Tab 10.1 LTE I905,Android,1,290.0,False,Li-Po,6800,2,1.0,3.15,2,32
Samsung,Galaxy Tab 10.1 P7510,Android,1,310.0,False,Li-Po,7000,2,1.0,3.15,2,64
Samsung,Galaxy Tab 8.9 P7300,Android,1,290.0,False,Li-Po,6000,2,1.0,3.15,2,64
Samsung,Galaxy Tab 8.9 P7310,Android,1,350.0,False,Li-Po,6000,2,1.0,3.15,2,64
Samsung,Google Nexus S 4G,Android,512,150.0,True,Li-Ion,1500,1,1.0,5,VGA,16
Samsung,I9100 Galaxy S II,Android,1,170.0,True,Li-Ion,1650,2,1.2,8,2,32
Samsung,I9003 Galaxy SL,Android,478,150.0,True,Li-Ion,1650,1,1.0,5,VGA,4
Samsung,Galaxy Ace S5830,Android,278,90.0,True,Li-Ion,1350,1,0.8,5,No,158
Samsung,Galaxy Gio S5660,Android,278,110.0,True,Li-Ion,1350,1,0.8,3.15,No,158
Samsung,Galaxy Mini S5570,Android,384,90.0,True,Li-Ion,1200,1,0.6,3.15,No,160
Samsung,Galaxy S 4G T959,Android,512,120.0,True,Li-Ion,1650,1,1.0,5,Yes,1
Samsung,Google Nexus S,Android,512,170.0,True,Li-Ion,1500,1,1.0,5,VGA,16
Samsung,Galaxy Tab T-Mobile T849,Android,640,270.0,False,Li-Po,4000,1,1.0,3.15,1.3,16
Samsung,P1000 Galaxy Tab,Android,512,150.0,False,Li-Ion,4000,1,1.0,3.15,1.3,32
Samsung,Mesmerize i500,Android,512,100.0,True,Li-Ion,1500,1,1.0,5,VGA,2
Samsung,Vibrant,Android,512,150.0,True,Li-Ion,1500,1,1.0,5,No,16
Samsung,i897 Captivate,Android,512,170.0,True,Li-Ion,1500,1,1.0,5,No,16
Samsung,Epic 4G,Android,512,200.0,True,Li-Ion,1500,1,1.0,5,VGA,512
Samsung,Galaxy A,Android,384,100.0,True,Li-Ion,1500,1,0.72,5,VGA,1
Samsung,I9000 Galaxy S,Android,512,120.0,True,Li-Ion,1500,1,1.0,5,VGA,8
Samsung,B7320 OmniaPRO,MS,256,110.0,True,Li-Ion,1480,1,0.528,3.15,CIF,100
Samsung,I7500 Galaxy,Android,128,140.0,True,Li-Ion,1500,1,0.528,5,No,8
Samsung,i8910 Omnia HD,Symbian,256,150.0,True,Li-Ion,1500,1,0.6,8,CIF,8
Sharp,Z2,Android,4,330.0,False,Li-Ion,3000,10,0.0,16,8,32
Sharp,MS1,Android,3,240.0,False,Li-Ion,2600,8,1.3,13,13,64
Sharp,Aquos Xx,Android,3,340.0,False,Li-Ion,3000,8,1.5,13,2.1,32
Sharp,Aquos Crystal,Android,1.5,180.0,False,Li-Ion,2040,4,1.2,8,1.2,8
Sharp,SH530U,Android,512,320.0,True,Li-Ion,1950,2,1.0,5,VGA,20
Sharp,Aquos SH80F,Android,512,470.0,True,Li-Ion,1240,1,1.0,8,VGA,2
Sonim,XP7,Android,1,700.0,False,Li-Ion,4800,4,1.2,8,1,16
Sonim,XP6,Android,1,490.0,False,Li-Ion,4800,4,1.2,5,No,8
Sony,Xperia L1,Android,2,200.0,False,Li-Ion,2620,4,1.45,13,5,16
Sony,Xperia XZs,Android,4,660.0,False,Li-Ion,2900,4,2.15,19,13,32
Sony,Xperia XZ Premium,Android,4,750.0,False,Li-Ion,3230,8,2.45,19,13,64
Sony,Xperia XA1 Ultra,Android,4,380.0,False,Li-Ion,2700,8,2.3,23,16,32
Sony,Xperia XA1,Android,3,280.0,False,Li-Ion,2300,8,2.3,23,8,32
Sony,Xperia X Compact,Android,3,370.0,False,Li-Ion,2700,6,1.4,23,5,32
Sony,Xperia XZ,Android,3,610.0,False,Li-Ion,2900,4,2.15,23,13,32
Sony,Xperia E5,Android,1.5,150.0,False,Li-Po,2300,4,1.3,13,5,16
Sony,Xperia XA Ultra,Android,3,380.0,False,Li-Ion,2700,8,2.0,21.5,16,16
Sony,Xperia X Performance,Android,3,420.0,False,Li-Ion,2700,4,2.15,23,13,32
Sony,Xperia X,Android,3,350.0,False,Li-Ion,2620,6,1.4,23,13,32
Sony,Xperia XA Dual,Android,2,250.0,False,Li-Ion,2300,8,2.0,13,8,16
Sony,Xperia XA,Android,2,200.0,False,Li-Ion,2300,8,2.0,13,8,16
Sony,Xperia Z5 Premium Dual,Android,3,510.0,False,Li-Ion,3430,8,1.5,23,5.1,32
Sony,Xperia Z5 Premium,Android,3,500.0,False,Li-Ion,3430,8,1.5,23,5.1,32
Sony,Xperia Z5 Dual,Android,3,450.0,False,Li-Ion,2900,8,1.5,23,5.1,32
Sony,Xperia Z5,Android,3,420.0,False,Li-Ion,2900,8,1.5,23,5.1,32
Sony,Xperia Z5 Compact,Android,2,410.0,False,Li-Ion,2700,8,1.5,23,5.1,32
Sony,Xperia M5 Dual,Android,3,300.0,False,Li-Ion,2600,8,2.0,21.2,13,16
Sony,Xperia M5,Android,3,240.0,False,Li-Ion,2600,8,2.0,21.2,13,16
Sony,Xperia C5 Ultra Dual,Android,2,350.0,False,Li-Ion,2930,8,1.7,13,13,16
Sony,Xperia C5 Ultra,Android,2,310.0,False,Li-Ion,2930,8,1.7,13,13,16
Sony,Xperia Z3+ dual,Android,3,420.0,False,Li-Ion,2930,8,1.5,20.7,5.1,32
Sony,Xperia Z3+,Android,3,340.0,False,Li-Ion,2930,8,1.5,20.7,5.1,32
Sony,Xperia C4 Dual,Android,2,270.0,False,Li-Ion,2600,8,1.7,13,5,16
Sony,Xperia C4,Android,2,220.0,False,Li-Ion,2600,8,1.7,13,5,16
Sony,Xperia M4 Aqua Dual,Android,2,220.0,False,Li-Ion,2400,8,1.5,13,5,8
Sony,Xperia M4 Aqua,Android,2,200.0,False,Li-Ion,2400,8,1.5,13,5,8
Sony,Xperia Z4 Tablet WiFi,Android,3,400.0,False,Li-Po,6000,8,1.5,8.1,5.1,32
Sony,Xperia Z4 Tablet LTE,Android,3,500.0,False,Li-Po,6000,8,1.5,8.1,5.1,32
Sony,Xperia E4g,Android,1,130.0,False,Li-Ion,2300,4,1.5,5,2,8
Sony,Xperia E4g Dual,Android,1,150.0,False,Li-Ion,2300,4,1.5,5,2,8
Sony,Xperia E4 Dual,Android,1,120.0,False,Li-Ion,2300,4,1.3,5,2,8
Sony,Xperia E4,Android,1,120.0,False,Li-Ion,2300,4,1.3,5,2,8
Sony,Xperia E3 Dual,Android,1,190.0,False,Li-Ion,2330,4,1.2,5,VGA,4
Sony,Xperia E3,Android,1,170.0,False,Li-Ion,2330,4,1.2,5,VGA,4
Sony,Xperia Z3 Tablet Compact,Android,3,380.0,False,Li-Ion,4500,4,2.5,8.1,2.2,16
Sony,Xperia Z3 Dual,Android,3,400.0,False,Li-Ion,3100,4,2.5,20.7,2.2,32
Sony,Xperia Z3v,Android,3,370.0,False,Li-Ion,3200,4,2.5,20.7,2.2,32
Sony,Xperia Z3,Android,3,300.0,False,Li-Ion,3100,4,2.5,20.7,2.2,32
Sony,Xperia Z3 Compact,Android,2,300.0,False,Li-Ion,2600,4,2.5,20.7,2.2,16
Sony,Xperia M2 Aqua,Android,1,200.0,False,Li-Ion,2300,4,1.2,8,VGA|,8
Sony,Xperia C3 Dual,Android,1,250.0,False,Li-Ion,2500,4,1.2,8,5,8
Sony,Xperia C3,Android,1,190.0,False,Li-Ion,2500,4,1.2,8,5,8
Sony,Xperia Z2a,Android,3,250.0,False,Li-Ion,3000,4,2.3,20.7,VGA,16
Sony,Xperia T3,Android,1,200.0,False,Li-Ion,2500,4,1.4,8,1.1,8
Sony,Xperia M2,Android,1,170.0,False,Li-Ion,2300,4,1.2,8,VGA|,8
Sony,Xperia M2 dual,Android,1,180.0,False,Li-Ion,2300,4,1.2,8,VGA|,8
Sony,Xperia Z2 Tablet LTE,Android,3,350.0,False,Li-Po,6000,4,2.3,8.1,2.2,16
Sony,Xperia Z2 Tablet Wi-Fi,Android,3,380.0,False,Li-Po,6000,4,2.3,8.1,2.2,32
Sony,Xperia Z2,Android,3,260.0,False,Li-Ion,3200,4,2.3,20.7,2.2,16
Sony,Xperia E1 dual,Android,512,120.0,True,Li-Ion,1750,2,1.2,3.15,No,4
Sony,Xperia E1,Android,512,140.0,True,Li-Ion,1700,2,1.2,3.15,No,4
Sony,Xperia T2 Ultra dual,Android,1,280.0,False,Li-Ion,3000,4,1.4,13,1.1,8
Sony,Xperia T2 Ultra,Android,1,230.0,False,Li-Ion,3000,4,1.4,13,1.1,8
Sony,Xperia Z1s,Android,2,260.0,False,Li-Ion,3000,4,2.2,20.7,2,32
Sony,Xperia Z1 Compact,Android,2,320.0,False,Li-Ion,2300,4,2.2,20.7,2,16
Sony,Xperia Z1,Android,2,330.0,False,Li-Ion,3000,4,2.2,20.7,2,16
Sony,Xperia Z Ultra,Android,2,280.0,False,Li-Ion,3050,4,2.2,8,2,16
Sony,Xperia C,Android,1,220.0,False,Li-Ion,2390,4,1.2,8,VGA,4
Sony,Xperia M,Android,1,130.0,True,Li-Po,1750,2,1.0,5,VGA,4
Sony,Xperia ZR,Android,2,230.0,True,Li-Ion,2300,4,1.5,13.1,VGA,8
Sony,Xperia L,Android,1,130.0,True,Li-Ion,1750,2,1.0,8,VGA,8
Sony,Xperia SP,Android,1,180.0,False,Li-Ion,2370,2,1.7,8,VGA,8
Sony,Xperia Tablet Z LTE,Android,2,350.0,False,Li-Po,6000,4,1.5,8.1,2.2,16
Sony,Xperia Tablet Z Wi-Fi,Android,2,300.0,False,Li-Po,6000,4,1.5,8.1,2.2,32
